id,ground_truths,query,original_answers,reranked_answers
9696,[64512],Which anatomical structures lack the expression of genes or proteins that engage in interaction with peptidyl-lysine acetylation processes?,"[63235, 64799, 64876, 67302, 65990, 63826, 68030, 63180, 64470, 63921, 65509, 64902, 63680, 63952, 64338, 63372, 64317, 64814, 64551, 63379]","[63379, 64876, 65990, 63826, 68030, 63180, 64470, 63921, 65509, 64902, 64338, 63372, 63235, 64799, 67302, 63680, 63952, 64317, 64814, 64551]"
10383,[1166],Which gene or protein is lacking in the tissues of both the lymph node and the heart muscle?,"[3093, 1709, 58401, 1166, 8144, 34190, 60353, 13843, 59279, 61407, 77371, 10552, 9748, 750, 2417, 5671, 8283, 79070, 3941, 81122]","[1166, 58401, 8144, 34190, 60353, 13843, 59279, 61407, 77371, 10552, 9748, 750, 2417, 5671, 8283, 79070, 3941, 81122, 3093, 1709]"
1618,"[4224, 6432, 34948, 34952, 8234, 7467, 7915, 6415, 35089, 4371, 10263, 7575, 9915, 10270]","Please provide a list of genes associated with coding proteins linked to short rib-polydactyly syndrome, covering both the general condition and Majewski type specifically.","[34948, 34952, 35089, 7467, 4371, 6415, 9915, 10263, 4224, 7915, 8234, 10270, 7575, 6432, 5800, 35406, 35326, 81288, 35387, 35417]","[4371, 6415, 10263, 4224, 34948, 34952, 35089, 7467, 9915, 7915, 8234, 10270, 7575, 6432, 5800, 35406, 35326, 81288, 35387, 35417]"
9487,"[56073, 55538, 56436, 56263]","Which cell structures engage with the genetic or proteomic entities affected by the compound N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide?","[56436, 56073, 56263, 55538, 126196, 55635, 125013, 125962, 56241, 56223, 55522, 56063, 55725, 55767, 55842, 125216, 127096, 125560, 55638, 126636]","[56436, 56073, 56263, 55538, 126196, 55635, 125013, 125962, 56241, 56223, 55522, 56063, 55725, 55767, 55842, 125216, 127096, 125560, 55638, 126636]"
8816,"[4162, 754]","Which protein, involved in modulating cell signaling networks through the removal of phosphate groups from tyrosine residues of its substrates, also engages with the entity responsible for catalyzing the process of Asparagine N-linked glycosylation?","[5569, 291, 4033, 43, 2486, 2140, 2447, 13285, 2250, 7569, 418, 2311, 866, 2731, 4157, 11976, 9725, 7756, 2546, 61461]","[291, 2486, 2140, 2447, 13285, 2250, 7569, 418, 2311, 866, 2731, 4157, 11976, 9725, 7756, 2546, 61461, 5569, 4033, 43]"
1844,[29735],What diseases could be associated with the MARS1 gene in patients exhibiting symptoms of respiratory insufficiency and liver impairment?,"[29735, 27530, 27351, 31684, 28564, 28088, 29378, 30824, 31636, 31172, 28083, 30246, 32317, 30819, 31540, 30556, 32389, 35436, 28081, 29849]","[29735, 27530, 27351, 31684, 28564, 28088, 29378, 30824, 31636, 31172, 28083, 30246, 32317, 30819, 31540, 30556, 32389, 35436, 28081, 29849]"
10405,[27732],Search for diseases not treated by any known drugs that are also linked to the symptom of having a flat face.,"[27433, 31470, 29158, 29648, 29298, 36266, 27164, 31458, 31087, 35565, 33349, 32081, 31113, 31822, 29056, 35532, 39724, 38341, 99264, 99289]","[27433, 31470, 29158, 29648, 29298, 27164, 31458, 31087, 35565, 33349, 32081, 31113, 31822, 29056, 35532, 39724, 38341, 99289, 36266, 99264]"
7016,[1424],Identify common gene targets associated with both Hydrocortisone cypionate and Ciclesonide.,"[509, 1424, 8974, 13122, 13807, 10901, 12434, 697, 10312, 3183, 6541, 5573, 4152, 2387, 10133, 9181, 34059, 3894, 35040, 5248]","[509, 1424, 8974, 13122, 10901, 12434, 697, 10312, 3183, 6541, 5573, 4152, 2387, 10133, 9181, 34059, 3894, 35040, 5248, 13807]"
1221,[97018],What is the subtype of pediatric liver sarcoma most commonly found in adolescents?,"[97018, 36729, 36631, 96425, 96773, 95892, 37064, 36727, 39744, 36634, 96222, 36787, 36078, 37202, 33715, 37170, 32621, 98033, 96297, 37173]","[97018, 36729, 96773, 95892, 37064, 36727, 39744, 36634, 96222, 36787, 37170, 32621, 98033, 96297, 37173, 36631, 96425, 36078, 37202, 33715]"
8477,[10542],Which gene or protein is consistently non-expressed or missing in the adult mammalian renal system as well as the mammalian vulvar tissue?,"[77350, 77246, 7453, 60599, 57891, 34415, 34933, 10631, 3846, 3643, 77148, 7280, 56994, 3967, 7324, 79070, 36, 13281, 5158, 79317]","[77350, 7453, 60599, 57891, 34415, 10631, 3846, 3643, 77148, 56994, 3967, 7324, 77246, 34933, 7280, 79070, 36, 13281, 5158, 79317]"
933,[18825],What drugs are known to primarily target the DCPS gene/protein in their mechanism of action?,"[14460, 18185, 15350, 14178, 17665, 14186, 15424, 20156, 15655, 18184, 14948, 15093, 17707, 18825, 20896, 15871, 14952, 17737, 15523, 17684]","[18185, 18184, 18825, 14460, 15350, 14178, 17665, 14186, 15424, 20156, 15655, 14948, 15093, 17707, 20896, 15871, 14952, 17737, 15523, 17684]"
5152,[62390],What signaling pathway is connected to the 'Neuronal System' pathway and controls the stability of neurons' resting membrane potential?,"[62359, 62364, 62390, 62833, 62365, 62385, 62706, 129303, 62489, 62497, 63048, 127630, 62610, 62475, 62594, 128553, 127975, 128458, 128286, 129352]","[62390, 62359, 62364, 62833, 62365, 127630, 128458, 129303, 62489, 63048, 62610, 62475, 62594, 128553, 127975, 128286, 129352, 62385, 62706, 62497]"
4996,[31570],Which condition involves a posterior polar cataract in its symptoms and is linked to the ITM2B gene?,"[30103, 31570, 30929, 30382, 33598, 31925, 30826, 32716, 35963, 84158, 84109, 35966, 84156, 84111, 84108, 30781, 36326, 29671, 29991, 29688]","[31570, 33598, 32716, 84156, 30781, 29991, 29688, 30103, 30929, 30382, 31925, 30826, 35963, 84158, 84109, 35966, 84111, 84108, 36326, 29671]"
9516,"[33894, 12713, 8458, 3916, 3181, 13455, 3419, 10133, 10647, 34107, 3484, 3901, 34398, 11771]",Which liver-expressed transporter gene or protein is involved in organic ion translocation and facilitates the movement of drugs that exhibit synergistic effects with 1-Testosterone?,"[56673, 5573, 3070, 2828, 9409, 7206, 5258, 1604, 22049, 59374, 13805, 35147, 396, 59372, 9293, 10647, 10133, 13509, 33894, 12713]","[5573, 56673, 3070, 2828, 7206, 1604, 22049, 59374, 13805, 35147, 396, 59372, 10647, 10133, 13509, 33894, 12713, 9409, 5258, 9293]"
5631,"[5664, 12353, 57287, 57898, 13839, 12272, 57875, 7860, 9014, 34360, 57407, 671]","What genes or proteins interact with the tubulin C-terminal post-translational modification pathway, bind to tubulin, and exhibit tubulin-glutamic acid ligase activity?","[5664, 57875, 7860, 57898, 12353, 34360, 57287, 9014, 12272, 4410, 34474, 58637, 12667, 671, 10269, 57900, 58639, 6947, 4719, 5942]","[5664, 12667, 57900, 10269, 57875, 7860, 57898, 12353, 34360, 57287, 9014, 12272, 4410, 34474, 58637, 671, 58639, 6947, 4719, 5942]"
7313,[1057],"Identify genes or proteins that (1) engage in interaction with TBK1, (2) are linked to the same pathology as TBK1, and (3) are capable of interacting with protein kinase B alpha (AKT1).","[418, 1057, 8241, 3672, 3131, 8512, 1931, 973, 5453, 3244, 482, 3247, 264, 1053, 3478, 7286, 4784, 34562, 7488, 5589]","[1931, 418, 1057, 8241, 3672, 3131, 8512, 973, 5453, 3244, 482, 3247, 264, 1053, 3478, 7286, 4784, 34562, 5589, 7488]"
8753,[14586],Are there any pharmacological agents that act as electron donors in metabolic processes through reversible oxidation and reduction and influence genes or proteins associated with L-aminoadipate-semialdehyde dehydrogenase enzymatic function?,"[14586, 14889, 14587, 16188, 16684, 16183, 14726, 16185, 15954, 16187, 16184, 16189, 16186, 15953, 15952, 14681, 15270, 16562, 16082, 20099]","[14586, 16185, 14889, 14587, 16188, 16684, 14726, 15954, 16187, 16184, 16189, 16186, 15953, 15952, 15270, 16562, 16082, 20099, 16183, 14681]"
6117,[111],"Could you identify the common genetic targets for both N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid and (2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid?","[111, 2165, 29, 1986, 363, 3282, 4640, 3474, 9055, 3765, 8038, 706, 197, 67, 2674, 9917, 8974, 4569, 8300, 22092]","[111, 2165, 29, 363, 3282, 3474, 9055, 8038, 706, 197, 67, 9917, 8974, 4569, 8300, 22092, 1986, 4640, 3765, 2674]"
5285,[35260],"Please find genes or proteins with structural molecular activity linked to the basal body-plasma membrane anchoring pathway, particularly those interacting with NPHP1, suggesting involvement in a common signaling pathway.","[35260, 501, 8060, 2683, 10050, 769, 2827, 6269, 572, 5188, 6676, 1407, 1444, 6169, 1135, 3424, 6921, 7280, 627, 61461]","[8060, 35260, 501, 2683, 10050, 769, 2827, 6269, 572, 5188, 6676, 1407, 1444, 6169, 1135, 3424, 6921, 7280, 627, 61461]"
1722,[97962],What could be a related disease if someone has oromandibular-limb hypogenesis syndrome and a fibrous band linking their tongue to the palate or gingival ridge?,"[38131, 97962, 39152, 31207, 30641, 98029, 35513, 32528, 37898, 30341, 29032, 38104, 32315, 28133, 97784, 36669, 38105, 97824, 30690, 31984]","[38131, 97962, 39152, 31207, 30641, 98029, 35513, 32528, 37898, 30341, 29032, 38104, 32315, 28133, 97784, 36669, 38105, 97824, 30690, 31984]"
9257,[8503],What are the common genetic targets of Meclofenamic acid and Escherichia coli-derived Asparaginase?,"[8503, 9031, 3631, 4425, 3070, 3294, 13872, 13509, 7880, 697, 9134, 8974, 4315, 6832, 56673, 22077, 3321, 13003, 11324, 7834]","[8503, 9031, 3631, 4425, 3070, 13872, 13509, 7880, 697, 9134, 8974, 4315, 6832, 56673, 22077, 3321, 13003, 11324, 7834, 3294]"
5881,[111],"What are the common genetic targets associated with the action of both 2',4'-Dichloro-4-hydroxy-1,1'-biphenyl-3-carboxylic acid and Liotrix?","[111, 8974, 697, 10647, 33894, 4152, 10133, 13509, 1432, 59793, 2123, 56616, 4315, 5573, 11624, 7368, 11513, 6543, 13807, 8414]","[111, 8974, 697, 10647, 33894, 4152, 10133, 13509, 1432, 59793, 2123, 56616, 4315, 5573, 11624, 7368, 11513, 6543, 13807, 8414]"
5236,[13699],Could you supply a list of gene or protein regulators involved in ATPase activity that are also associated with the development of autism?,"[34379, 34388, 2037, 13718, 10094, 6177, 10120, 34385, 12539, 2290, 3085, 5462, 9324, 730, 12387, 9254, 78028, 80636, 97, 2820]","[34379, 34388, 13718, 10094, 6177, 10120, 34385, 12539, 3085, 5462, 9324, 730, 12387, 9254, 78028, 80636, 97, 2820, 2037, 2290]"
6960,[457],Which gene or protein is not expressed in either the salivary glands or the renal nephron's tubular structures?,"[11504, 13129, 10110, 7713, 33784, 12040, 58420, 12650, 7605, 2308, 7900, 5737, 10419, 12489, 3456, 79070, 79462, 3470, 7280, 3424]","[13129, 33784, 11504, 10110, 7713, 12040, 58420, 12650, 7605, 2308, 7900, 5737, 10419, 12489, 3456, 79070, 3470, 7280, 3424, 79462]"
5574,[18132],Which strobilurin fungicides target both CYC1 and UQCRB genes/proteins?,"[18132, 18133, 16539, 18131, 18137, 18136, 18138, 18134, 18135, 15993, 18296, 18287, 18297, 17144, 15914, 21558, 20896, 16318, 19525, 14190]","[18133, 16539, 18131, 18136, 18132, 18137, 18138, 18134, 18135, 15993, 18296, 18287, 18297, 15914, 21558, 16318, 19525, 14190, 17144, 20896]"
139,[29819],"Can you list the diseases associated with the PDE8B gene, specifically those that fall under primary pigmented nodular adrenocortical disease with a known PDE11A gene mutation etiology?","[29819, 30162, 38513, 38003, 35510, 38591, 35432, 27933, 83841, 28999, 30111, 31078, 31352, 83840, 38957, 30003, 30758, 32943, 30698, 33099]","[29819, 30162, 38003, 35510, 38591, 35432, 27933, 83841, 28999, 30111, 31078, 31352, 83840, 38957, 30003, 30758, 32943, 30698, 33099, 38513]"
1893,[95859],Which diseases are related to or fall under oophoritis and also manifest with tuberculous inflammation of the ovaries?,"[95859, 95421, 99072, 36424, 36068, 35638, 35555, 35554, 36228, 84080, 36703, 39649, 39705, 36258, 31617, 95172, 37161, 84054, 96102, 95582]","[95859, 36068, 95421, 99072, 35638, 35555, 35554, 84080, 36703, 39649, 39705, 36258, 31617, 95172, 37161, 84054, 96102, 95582, 36424, 36228]"
10411,[13398],Which genes or proteins are expressed in the pericardium but not in the deltoid muscle?,"[2773, 61, 3387, 704, 1403, 13628, 2500, 10833, 13398, 3225, 652, 1532, 9724, 5581, 878, 3721, 2417, 6826, 13349, 3212]","[2773, 1403, 878, 3387, 704, 10833, 13398, 3225, 5581, 3721, 6826, 3212, 61, 13628, 2500, 652, 1532, 9724, 2417, 13349]"
1595,[20210],Could you provide a list of medications that are compatible with Ormeloxifene for treating a respiratory infection?,"[14427, 14213, 15191, 15190, 14785, 14451, 14370, 15644, 15377, 14600, 15308, 15496, 15452, 14291, 14201, 20732, 15318, 15464, 21404, 15381]","[14291, 14201, 15452, 15318, 15464, 15381, 14427, 14213, 15191, 15190, 14785, 14451, 14370, 15644, 15377, 14600, 15308, 15496, 20732, 21404]"
5602,[16326],Can you find any medications that target the ODC1 gene/protein and are toxic diamines resulting from the breakdown of ornithine and arginine?,"[16326, 17014, 16821, 17126, 14631, 17127, 15906, 17128, 14647, 16571, 14691, 17026, 15739, 14128, 18841, 15924, 16871, 20918, 16834, 14313]","[14631, 17128, 16326, 17014, 16821, 17126, 17127, 15906, 14647, 16571, 14691, 17026, 15739, 14128, 18841, 15924, 16871, 20918, 16834, 14313]"
4948,"[21530, 17774, 14694]",Could you suggest medications that are compatible with Pegamotecan and Pegaptanib to enhance their efficacy and also help increase my neutrophil levels?,"[14694, 17774, 21530, 19644, 17539, 14503, 21536, 21539, 14556, 21537, 21535, 21534, 18098, 21531, 16512, 21626, 21538, 17112, 21620, 14758]","[14694, 17774, 21530, 19644, 17539, 14503, 21536, 21539, 14556, 21537, 21535, 21534, 18098, 21531, 16512, 21626, 21538, 17112, 21620, 14758]"
501,[4690],"Please compile a list of genes and proteins involved in the Generic Transcription Pathway by interaction, which are also linked to salivary gland cancer.","[58236, 5168, 3178, 5175, 57970, 2107, 57979, 58238, 4391, 58163, 57986, 58132, 58119, 6256, 12293, 82457, 83479, 1785, 4500, 80580]","[5175, 57970, 58236, 5168, 3178, 2107, 57979, 58238, 4391, 58163, 57986, 58132, 58119, 6256, 12293, 82457, 83479, 1785, 4500, 80580]"
8548,"[128875, 128876]","I'm searching for a biological pathway that plays a role in events associated with Cyclin E during the G1/S transition phase, which also interacts with the same genes or proteins that Cyclin E:Cdk2 complexes do. Additionally, this pathway should involve the phosphorylation of proteins crucial to the G1/S transition, a process mediated by the action of Cyclin E:Cdk2 complexes. Can you identify this pathway for me?","[128876, 62856, 62857, 62862, 128878, 62512, 128504, 128818, 128871, 128875, 62415, 62869, 62615, 129011, 63076, 128882, 62850, 62737, 128877, 62863]","[62850, 129011, 62737, 128877, 128876, 62856, 62857, 62862, 128878, 62512, 128504, 128818, 128871, 128875, 62415, 62869, 62615, 63076, 128882, 62863]"
6522,"[1640, 7893]","Identify genes or proteins that both engage in interactions with CCM2 and are implicated in the same pathological conditions, while also being part of a protein complex with other cerebral cavernous malformation (CCM) gene family constituents.","[7893, 1640, 56994, 3943, 1314, 13646, 4838, 57061, 9091, 5830, 7332, 7447, 1057, 2379, 7659, 13012, 57035, 11988, 60758, 151]","[13012, 1057, 2379, 7893, 1640, 56994, 3943, 1314, 13646, 4838, 57061, 9091, 5830, 7332, 7447, 7659, 57035, 11988, 60758, 151]"
181,"[16688, 16785, 16787, 16780]","What are the effective inhibitors of the membrane-bound metalloendopeptidase, or enkephalinase, that interact with the MME gene/protein?","[16785, 16782, 16779, 16780, 16783, 16691, 15077, 16781, 16688, 16784, 16787, 16786, 14475, 14823, 14385, 15391, 15905, 17037, 19300, 16074]","[16688, 16787, 16786, 16785, 16782, 16779, 16780, 16783, 16691, 15077, 16781, 16784, 14475, 14823, 14385, 15391, 15905, 17037, 19300, 16074]"
4045,[29553],"Please find diseases linked to the DCLRE1C gene, characterized by severe, recurrent infections, diarrhea, failure to thrive, and heightened sensitivity to ionizing radiation.","[29553, 38128, 95088, 29293, 30556, 31377, 38267, 32104, 38262, 27496, 27571, 31576, 99681, 30655, 98589, 28207, 31989, 30370, 28871, 31760]","[29553, 38128, 29293, 99681, 31377, 32104, 38262, 27571, 31576, 98589, 31989, 30370, 31760, 30556, 95088, 38267, 27496, 30655, 28207, 28871]"
2625,[36923],Which disease falls under malignant histiocytosis and is linked to the SLC29A3 gene/protein?,"[36923, 30438, 38898, 33528, 33636, 28407, 33616, 27219, 27933, 31109, 37703, 28552, 83760, 36043, 36453, 94960, 97990, 99985, 98666, 31564]","[36923, 30438, 33528, 33636, 28407, 27219, 27933, 31109, 37703, 28552, 83760, 36043, 36453, 94960, 97990, 99985, 98666, 38898, 33616, 31564]"
4710,"[36752, 98650, 39173, 30888]","What is the diagnosis for a condition involving chronic neuroinflammation, specifically a form of encephalitis with ongoing inflammation in the brain?","[95007, 35567, 95693, 96198, 32753, 39513, 39173, 36752, 99648, 38937, 33127, 97135, 95174, 37881, 36218, 29354, 98648, 95179, 33120, 39021]","[39513, 39173, 35567, 36752, 36218, 95007, 95693, 96198, 32753, 99648, 33127, 97135, 95174, 37881, 29354, 98648, 95179, 33120, 39021, 38937]"
1471,[97346],What is the name of the condition associated with cervical cancer that involves cysts with both columnar and squamous cells in the cervix?,"[36830, 97423, 96855, 31107, 39706, 96800, 36828, 36665, 96645, 97264, 37252, 37928, 96755, 96848, 96260, 37536, 84243, 36933, 37436, 95992]","[96800, 36828, 37928, 96755, 37536, 37436, 95992, 36830, 97423, 96855, 31107, 39706, 36665, 96645, 97264, 37252, 96848, 96260, 84243, 36933]"
5323,"[30603, 28183]","What possible conditions could I have that involve persistent fatigue and weakness, considering my family history of thrombocytopenia with congenital dyserythropoietic anemia? Are there hereditary diseases related to these symptoms?","[29299, 28183, 29585, 28589, 28147, 27493, 29324, 28979, 28687, 30993, 30011, 31204, 29810, 31613, 31476, 32192, 97769, 38976, 33233, 98156]","[29299, 28183, 29585, 28589, 28147, 27493, 29324, 28979, 28687, 30993, 30011, 31204, 29810, 31613, 31476, 32192, 97769, 38976, 33233, 98156]"
228,[806],Could you identify genes or proteins that interact with RTL10 and are also associated with chromatin organization?,"[51, 795, 598, 454, 3, 25, 587, 806, 515, 18, 4323, 443, 119, 153, 536, 11213, 57357, 11859, 2764, 57529]","[587, 18, 443, 3, 25, 515, 4323, 51, 795, 598, 454, 806, 119, 153, 536, 11213, 57357, 11859, 2764, 57529]"
10512,[62439],Identify pathways associated with the autointegration process resulting in circular viral DNA and its interaction with common genes/proteins.,"[62575, 127866, 127719, 127718, 63076, 128990, 129208, 128055, 128378, 127806, 128118, 62527, 128205, 129059, 127807, 127820, 127819, 62439, 127818, 62511]","[62575, 127866, 63076, 129208, 128055, 128378, 127806, 128118, 62527, 128205, 129059, 127807, 127820, 127819, 62439, 127818, 62511, 127719, 127718, 128990]"
634,[14553],Which drugs interact with the SERPINA1 gene/protein as carriers?,"[14553, 14037, 14048, 14045, 14032, 14038, 14040, 14043, 14050, 14030, 14049, 14044, 14042, 14019, 14041, 15670, 15017, 18178, 15205, 20182]","[14553, 14037, 14048, 14045, 14032, 14038, 14040, 14043, 14050, 14030, 14049, 14044, 14042, 14019, 14041, 15670, 15017, 18178, 15205, 20182]"
8681,"[17728, 17729, 17730, 14667, 17727]","Which pharmaceutical agents not only exhibit a synergistic effect when combined with Incadronic acid but are also approved for treating the same condition, and possess an extended half-life ensuring prolonged therapeutic impact within the body?","[14307, 17729, 17727, 14667, 15447, 14333, 17428, 14236, 20700, 15002, 16510, 14204, 20264, 15627, 15367, 17735, 17608, 15102, 14771, 15800]","[17727, 14307, 17729, 14667, 15447, 14333, 17428, 14236, 15002, 14204, 15367, 15102, 20700, 16510, 20264, 15627, 17735, 17608, 14771, 15800]"
1340,[60162],"What are the genes or proteins that interact with NMD3, are expressed in adult mammalian kidneys, have a role in secretion and transport, and show high expression levels in lung tissue?","[161, 9270, 795, 1409, 7375, 4943, 8424, 189, 7985, 1816, 12676, 8005, 59320, 10366, 11668, 9250, 3424, 34889, 9780, 58760]","[9270, 7985, 59320, 11668, 9250, 3424, 161, 795, 1409, 7375, 4943, 8424, 189, 1816, 12676, 8005, 34889, 10366, 9780, 58760]"
957,"[16592, 16589, 16590]",Could you suggest any treatments compatible with Phenelzine that are effective for hemoglobinopathy and also assist in dissolving blood clots?,"[15312, 14341, 15747, 17608, 14771, 16550, 14550, 14327, 14991, 14424, 14143, 20730, 20735, 15140, 16844, 14884, 20602, 19612, 15800, 16638]","[14143, 20730, 20735, 15312, 14341, 15747, 17608, 14771, 15140, 16844, 14884, 20602, 19612, 15800, 16638, 16550, 14550, 14327, 14991, 14424]"
1172,"[27761, 96063]",Please list diseases related to polyradiculoneuropathy that affect multiple spinal nerve roots and share a similar or subordinate pathophysiological relationship.,"[96063, 36008, 27761, 32591, 37050, 36915, 35751, 96037, 36263, 35846, 38091, 38097, 33185, 36516, 36478, 94867, 96062, 99041, 36985, 94618]","[27761, 33185, 96062, 99041, 94618, 96063, 36008, 32591, 37050, 36915, 35751, 96037, 36263, 35846, 94867, 36985, 38097, 36478, 38091, 36516]"
967,[21619],"Could you provide me with alternative treatments that complement Methotrexate and enhance its synergy with Tetrahydrofolic acid, as well as assist in the safe clearance of Methotrexate from my system when necessary?","[15954, 14682, 15955, 20274, 15299, 14678, 21480, 14727, 17012, 21481, 14279, 15987, 20324, 14964, 20336, 14194, 14683, 14733, 21729, 14273]","[15954, 21480, 15955, 20274, 14678, 14727, 17012, 21481, 14279, 15987, 20324, 14964, 20336, 14194, 14683, 14733, 21729, 14273, 14682, 15299]"
3365,[14971],Can you list the medications suitable for benign prostatic hyperplasia and tell me if any are linked to dysphagia as a side effect?,"[14971, 15433, 15557, 14541, 15108, 14305, 16303, 15677, 14996, 14292, 15420, 14974, 14937, 16550, 15143, 15684, 14583, 14406, 16476, 15080]","[15433, 15557, 16303, 14996, 14971, 14541, 15108, 14305, 15677, 15420, 14974, 14937, 16550, 15143, 15684, 14583, 14406, 16476, 15080, 14292]"
631,[33398],"What condition could cause pain and visual symptoms like blurriness or floaters, and is manageable with Propranolol?","[33398, 84050, 36035, 33618, 33577, 32495, 27684, 29587, 30533, 33705, 30820, 28052, 84239, 84237, 33276, 96935, 36335, 95618, 30712, 95646]","[95646, 33398, 84050, 33618, 33577, 32495, 27684, 29587, 30533, 33705, 30820, 28052, 84239, 84237, 33276, 96935, 36335, 36035, 95618, 30712]"
9382,[1533],Identify genes or proteins that interact with the interleukin-6 receptor (IL6R) and are linked to a common effect or phenotype.,"[1533, 1567, 1410, 729, 5513, 350, 119, 454, 503, 363, 1494, 174, 8853, 10192, 3739, 9234, 7399, 4304, 7288, 1654]","[1533, 1410, 174, 454, 503, 8853, 3739, 1567, 729, 5513, 350, 119, 363, 1494, 10192, 9234, 7399, 4304, 7288, 1654]"
7945,[39145],"Which condition, characterized by tiny blisters on the corneal surface that can deteriorate into branch-like ulcers, would render the conventional medications for treating mite infestations inadvisable?","[39145, 35533, 37558, 36026, 84219, 33648, 31039, 84215, 36048, 35543, 39728, 84218, 31218, 38733, 83881, 84089, 95684, 95519, 33229, 84070]","[39145, 35533, 37558, 36026, 84219, 31039, 84215, 35543, 39728, 38733, 83881, 84089, 95684, 95519, 33229, 84070, 33648, 36048, 84218, 31218]"
3629,[28014],Can you give me a rundown of diseases associated with uneven facial features and typically involve an enlarged tongue?,"[28733, 38261, 36336, 29616, 37846, 95648, 35532, 38282, 28917, 27773, 30927, 35684, 37566, 99265, 97148, 97518, 38182, 31831, 36417, 97954]","[28733, 38261, 38282, 27773, 95648, 28917, 35684, 37566, 99265, 97148, 97518, 38182, 31831, 36417, 97954, 36336, 29616, 37846, 35532, 30927]"
8772,[111],"What are the common gene targets for 2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol and O-Trifluoromethylphenyl Anthranilic Acid?","[111, 5930, 29, 40, 1373, 375, 9088, 8038, 9610, 6043, 9136, 1986, 4640, 500, 7319, 4569, 22092, 8300, 80893, 6649]","[111, 8038, 6043, 80893, 5930, 29, 40, 1373, 375, 9088, 9610, 9136, 1986, 4640, 500, 7319, 4569, 22092, 8300, 6649]"
2008,[97551],"What possible conditions could be indicated by a coin-shaped spot on a chest X-ray, especially considering my family history of lung issues?","[97551, 30499, 98057, 95559, 96466, 36161, 99289, 97105, 99290, 29909, 37550, 99314, 99264, 29932, 37346, 96006, 32926, 96946, 28895, 36235]","[97551, 30499, 36161, 97105, 29909, 99289, 99290, 37550, 99314, 99264, 29932, 37346, 96006, 32926, 96946, 28895, 36235, 96466, 98057, 95559]"
452,[20192],"Could you identify a medication targeting the SCN4A gene/protein and supply details on its pharmacokinetics, focusing on its elimination half-life? Also, does this drug induce localized numbness from the thoracic area to the lower limbs?","[14940, 14979, 14581, 20192, 14316, 14234, 14295, 14956, 14192, 15551, 14153, 14244, 14537, 17652, 14144, 16675, 19278, 15559, 15321, 14852]","[14940, 14979, 14581, 20192, 14316, 14234, 14295, 14956, 14192, 15551, 14153, 14244, 14537, 17652, 14144, 16675, 19278, 15559, 15321, 14852]"
10053,"[14215, 14282, 14605, 15505, 16210, 16214, 16215, 15769, 15836]","I'm looking for angiotensin receptor blockers (ARBs) that specifically target the AT1 subtype, which also enhance the effects when used in combination with Pindolol. Could you list any ARBs that are prescribed for the same conditions as Pindolol?","[14215, 15769, 15014, 16209, 14618, 16211, 14605, 15505, 16215, 16214, 14418, 15161, 14547, 14282, 15836, 14846, 16690, 15133, 16210, 14162]","[14605, 15505, 16215, 15836, 14215, 15769, 15014, 16209, 14618, 16211, 16214, 14418, 15161, 14282, 14846, 16690, 15133, 16210, 14547, 14162]"
7630,"[65509, 67302, 64778, 63180, 63824, 63921, 63826, 63952, 66747, 64799]",Which anatomical structures lack the expression of genes or proteins that are involved in recognizing lipoteichoic acid?,"[63235, 67302, 64470, 64512, 65509, 64799, 64338, 64313, 63826, 63921, 63149, 64460, 68618, 63180, 66747, 63166, 63379, 65990, 63466, 64267]","[64512, 65509, 64799, 64313, 63826, 63921, 64460, 63180, 66747, 63166, 63379, 63466, 64267, 63235, 67302, 64470, 64338, 63149, 68618, 65990]"
5903,[866],"Which gene or protein is capable of interacting with tyrosine hydroxylase (TH), shares associated effects or phenotypes with mitogen-activated protein kinase 3 (MAPK3), and possesses the functionality to bind to, or regulate MAPK3?","[418, 3981, 866, 543, 2167, 47, 3725, 604, 7855, 7172, 313, 1069, 651, 8726, 25, 6739, 12795, 57872, 3314, 4144]","[7172, 313, 651, 25, 6739, 3314, 4144, 418, 3981, 866, 543, 2167, 47, 3725, 604, 7855, 1069, 8726, 12795, 57872]"
3007,[13041],"Can you supply a list of genes and proteins that interact with lipid-binding functions, partner with LRRK2 in protein-protein interactions, and also facilitate lipid-binding?","[59225, 34439, 797, 57398, 59222, 35388, 59224, 10558, 57501, 58258, 12392, 11889, 13359, 3879, 13475, 59399, 1848, 3941, 485, 5643]","[797, 3879, 59225, 34439, 57398, 59222, 35388, 59224, 10558, 57501, 58258, 12392, 11889, 13359, 13475, 59399, 1848, 3941, 485, 5643]"
5546,"[19680, 19681, 19682, 19683, 19684, 19685, 19686, 19687, 19688, 19689, 14866, 19676, 19677, 19678, 19679]",Could you suggest any tablet or capsule medications that specifically target the CTRB1 gene/protein?,"[19680, 19685, 19689, 19677, 19688, 19687, 19686, 19676, 19683, 14866, 19682, 19681, 19678, 19679, 19684, 14499, 14908, 15045, 15673, 15002]","[19678, 19679, 19684, 19680, 19685, 19689, 19677, 19688, 19687, 19686, 19676, 19683, 14866, 19682, 19681, 15002, 14499, 14908, 15045, 15673]"
