id,query,ground_truths,status,entities,relations,symbol_candidates,results,grounding_candidates,vss_merged_candidates
9078,"What research papers studying early uses of graphene are referenced in the paper titled ""Graphene-Oxide-Based Q-Switched Fiber Laser with Stable Five-Wavelength Operation""?","[1515264, 1266340, 1263624, 1409578, 1329710, 1373424, 1425778, 1561138, 1534196, 1589975, 1302682, 1321855]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Graphene-Oxide-Based Q-Switched Fiber Laser with Stable Five-Wavelength Operation""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""graphene""}, ""semantic"": [""early uses""], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""research papers"", ""studying early uses of graphene"", ""referenced in the paper""], ""constant"": false}}","{('A', 'ANSWER'): ['paper___cites___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('A', 'B'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1292787, 1218866, 1470097, 1420823, 1870788, 1174715, 1329710, 1515264, 1561138, 1425778, 1409578, 1589975, 1331822, 1302682, 1482185, 1574503, 1373424, 1643582, 1296455, 1629920], 'answer_set': {1515264, 1470097, 1420823, 1302682, 1409578, 1329710, 1218866, 1561138, 1174715, 1643582, 1870788, 1296455, 1482185, 1589975, 1629920, 1574503, 1331822, 1373424, 1425778, 1292787}, 'ground_truth_set': {1515264, 1266340, 1263624, 1409578, 1329710, 1373424, 1425778, 1561138, 1534196, 1589975, 1302682, 1321855}, 'retrieved_ground_truths': {1515264, 1409578, 1329710, 1373424, 1425778, 1561138, 1589975, 1302682}, 'missed_ground_truths': {1263624, 1266340, 1321855, 1534196}, 'metrics': {'total_answers': 12, 'retrieved_count': 8, 'missed_count': 4, 'recall@50': 0.6666666666666666, 'recall@20': 0.6666666666666666, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.14285714285714285}, 'vss_merged_metrics': {'total_answers': 12, 'retrieved_count': 6, 'missed_count': 6, 'recall@50': 0.5, 'recall@20': 0.5, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.14285714285714285}}","[1292787, 1218866, 1470097, 1420823, 1870788, 1174715, 1329710, 1515264, 1561138, 1425778, 1409578, 1589975, 1331822, 1302682, 1482185, 1574503, 1373424, 1643582, 1296455, 1629920]","[1292787, 1218866, 1470097, 1420823, 1870788, 1174715, 1329710, 1515264, 1561138, 1425778, 1409578, 1589975, 1553950, 1186765, 1331822, 1644090, 1323816, 1767189, 1233216, 1612070]"
1576,Find papers authored by the same researchers as 'Thermotropic and lyotropic liquid crystalline phases of Guerbet branched-chain -D-glucosides' that explore the link between molecular structure and liquid crystalline properties.,"[1836037, 1225672, 1555340, 1570958, 1494160, 1400722, 1551959, 1679357]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Thermotropic and lyotropic liquid crystalline phases of Guerbet branched-chain -D-glucosides""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""molecular structure"", ""liquid crystalline properties""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""link between molecular structure and liquid crystalline properties"", ""same researchers as Thermotropic and lyotropic liquid crystalline phases of Guerbet branched-chain -D-glucosides""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('A', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1570958, 1400722, 1749294, 1871043, 1559940, 1363277, 1459224, 1450774, 1665026, 1628890, 1456471, 1604449, 1319158, 1776685, 1495810, 1508503, 1270036, 1225672, 1836037, 1448787], 'answer_set': {1665026, 1495810, 1559940, 1836037, 1570958, 1400722, 1270036, 1450774, 1508503, 1459224, 1776685, 1749294, 1871043, 1225672, 1363277, 1448787, 1456471, 1628890, 1604449, 1319158}, 'ground_truth_set': {1836037, 1225672, 1555340, 1570958, 1494160, 1400722, 1551959, 1679357}, 'retrieved_ground_truths': {1225672, 1400722, 1836037, 1570958}, 'missed_ground_truths': {1494160, 1555340, 1679357, 1551959}, 'metrics': {'total_answers': 8, 'retrieved_count': 4, 'missed_count': 4, 'recall@50': 0.5, 'recall@20': 0.5, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 8, 'retrieved_count': 4, 'missed_count': 4, 'recall@50': 0.5, 'recall@20': 0.5, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1570958, 1400722, 1749294, 1871043, 1559940, 1363277, 1459224, 1450774, 1665026, 1628890, 1456471, 1604449, 1319158, 1776685, 1495810, 1508503, 1270036, 1225672, 1836037, 1448787]","[1570958, 1400722, 1749294, 1871043, 1559940, 1363277, 1459224, 1450774, 1665026, 1628890, 1456471, 1604449, 1551959, 1225672, 1346269, 1827241, 1306029, 1209590, 1728233, 1569449]"
12491,"Can you find more papers from the co-authors of ""Design of the Superconducting Extraction and Injection Quadrupole Doublet Modules for the SIS100 Heavy Ion Synchrotron""? I would like to focus on those discussing upcoming particle collider ventures.","[1596064, 1872965, 1869896, 1469000, 1862444, 1864143, 1861558, 1845436]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Design of the Superconducting Extraction and Injection Quadrupole Doublet Modules for the SIS100 Heavy Ion Synchrotron""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""co-authors of Design of the Superconducting Extraction and Injection Quadrupole Doublet Modules for the SIS100 Heavy Ion Synchrotron""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""particle collider ventures""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""papers from co-authors"", ""upcoming particle collider ventures""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1748661, 1602252, 1450287, 1798880, 1243223, 1250910, 1312459, 1872965, 1674874, 1332335, 1662310, 1559550, 1785977, 1852224, 1585757, 1285680, 1509645, 1665710, 1330943, 1342923], 'answer_set': {1509645, 1665710, 1450287, 1285680, 1748661, 1852224, 1872965, 1312459, 1602252, 1342923, 1243223, 1585757, 1250910, 1798880, 1662310, 1332335, 1785977, 1674874, 1559550, 1330943}, 'ground_truth_set': {1596064, 1872965, 1469000, 1869896, 1862444, 1864143, 1861558, 1845436}, 'retrieved_ground_truths': {1872965}, 'missed_ground_truths': {1596064, 1469000, 1869896, 1862444, 1864143, 1861558, 1845436}, 'metrics': {'total_answers': 8, 'retrieved_count': 1, 'missed_count': 7, 'recall@50': 0.125, 'recall@20': 0.125, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.125}, 'vss_merged_metrics': {'total_answers': 8, 'retrieved_count': 1, 'missed_count': 7, 'recall@50': 0.125, 'recall@20': 0.125, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.125}}","[1748661, 1602252, 1450287, 1798880, 1243223, 1250910, 1312459, 1872965, 1674874, 1332335, 1662310, 1559550, 1785977, 1852224, 1585757, 1285680, 1509645, 1665710, 1330943, 1342923]","[1748661, 1602252, 1450287, 1798880, 1243223, 1250910, 1312459, 1872965, 1674874, 1332335, 1662310, 1559550, 1390388, 1610990, 1258469, 1722949, 1312215, 1349735, 1634366, 1278630]"
9814,"Could you locate studies co-authored by the same individual(s) who contributed to ""Critical behaviors and phase diagrams of the mixed spin-1 and spin-7/2 Blume-Capel (BC) Ising model on the Bethe lattice (BL),"" that remain within the same field? Specifically, documents that similarly examine phases in a spin model?","[1831712, 1625667, 1449231, 1488913, 1854067, 1632789, 1557018, 1793818, 1780189]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Critical behaviors and phase diagrams of the mixed spin-1 and spin-7/2 Blume-Capel (BC) Ising model on the Bethe lattice (BL)""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""same individual(s)""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""spin model""}, ""semantic"": [""phases""], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""studies"", ""co-authored"", ""same field"", ""examine phases""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('A', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1397579, 1817552, 1584132, 1182931, 1416900, 1273028, 1625423, 1343739, 1755799, 1547319, 1532540, 1205668, 1327849, 1813408, 1230161, 1831712, 1793818, 1557018, 1632789, 1780189], 'answer_set': {1584132, 1632789, 1755799, 1557018, 1793818, 1813408, 1831712, 1205668, 1547319, 1416900, 1273028, 1397579, 1625423, 1817552, 1230161, 1182931, 1780189, 1327849, 1343739, 1532540}, 'ground_truth_set': {1831712, 1625667, 1449231, 1488913, 1854067, 1632789, 1557018, 1793818, 1780189}, 'retrieved_ground_truths': {1831712, 1632789, 1557018, 1793818, 1780189}, 'missed_ground_truths': {1488913, 1854067, 1625667, 1449231}, 'metrics': {'total_answers': 9, 'retrieved_count': 5, 'missed_count': 4, 'recall@50': 0.5555555555555556, 'recall@20': 0.5555555555555556, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0625}, 'vss_merged_metrics': {'total_answers': 9, 'retrieved_count': 2, 'missed_count': 7, 'recall@50': 0.2222222222222222, 'recall@20': 0.2222222222222222, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.07692307692307693}}","[1397579, 1817552, 1584132, 1182931, 1416900, 1273028, 1625423, 1343739, 1755799, 1547319, 1532540, 1205668, 1327849, 1813408, 1230161, 1831712, 1793818, 1557018, 1632789, 1780189]","[1397579, 1817552, 1584132, 1182931, 1416900, 1273028, 1625423, 1343739, 1755799, 1547319, 1532540, 1205668, 1632789, 1645443, 1557018, 1219228, 1448564, 1384313, 1765263, 1444724]"
2493,Are there any publications by Omsk State Transport University scholars on errors in Kramers' nuclear fission formulas?,"[1258081, 1456971, 1242857]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Omsk State Transport University""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""Omsk State Transport University scholars""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""Kramers' nuclear fission formulas""}, ""semantic"": [""errors in Kramers' nuclear fission formulas""], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""publications"", ""errors in Kramers' nuclear fission formulas"", ""Omsk State Transport University scholars""], ""constant"": false}}","{('A', 'B'): ['author___affiliated_with___institution'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1808850, 1395094, 1263885, 1293977, 1353420, 1503626, 1393209, 1764759, 1775286, 1524416, 1459587, 1524270, 1685119, 1618195, 1455789, 1391931, 1301996, 1236653, 1274296, 1287293], 'answer_set': {1459587, 1503626, 1263885, 1618195, 1395094, 1764759, 1293977, 1455789, 1524270, 1236653, 1775286, 1274296, 1393209, 1391931, 1524416, 1353420, 1808850, 1301996, 1287293, 1685119}, 'ground_truth_set': {1258081, 1456971, 1242857}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1258081, 1456971, 1242857}, 'metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 2, 'missed_count': 1, 'recall@50': 0.6666666666666666, 'recall@20': 0.6666666666666666, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.07142857142857142}}","[1808850, 1395094, 1263885, 1293977, 1353420, 1503626, 1393209, 1764759, 1775286, 1524416, 1459587, 1524270, 1685119, 1618195, 1455789, 1391931, 1301996, 1236653, 1274296, 1287293]","[1808850, 1395094, 1263885, 1293977, 1353420, 1503626, 1393209, 1764759, 1775286, 1524416, 1459587, 1524270, 1764925, 1258081, 1308963, 1456971, 1280902, 1523018, 1451328, 1767901]"
8199,I'm looking for papers that have at least one shared author with 'Design and Analysis of a Field-Modulated Tubular Linear Permanent Magnet Generator for Direct-Drive Wave Energy Conversion'. These papers should propose a magnet generator structure that is similar to the one discussed in the initial paper and should also be within the field of wave energy conversion.,"[1510720, 1460161, 1524802, 1401221, 1728198, 1729419, 1312333, 1335604, 1385883, 1732316]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Design and Analysis of a Field-Modulated Tubular Linear Permanent Magnet Generator for Direct-Drive Wave Energy Conversion""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""wave energy conversion""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""similar magnet generator structure"", ""wave energy conversion"", ""shared author""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('A', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1729419, 1732316, 1684720, 1385883, 1401221, 1733409, 1764509, 1609613, 1452353, 1759923, 1524802, 1749895, 1287030, 1759930, 1597078, 1524673, 1571310, 1195579, 1373303, 1335604], 'answer_set': {1401221, 1749895, 1729419, 1609613, 1597078, 1385883, 1764509, 1733409, 1759923, 1335604, 1759930, 1195579, 1452353, 1524802, 1524673, 1732316, 1571310, 1684720, 1287030, 1373303}, 'ground_truth_set': {1510720, 1460161, 1524802, 1401221, 1728198, 1729419, 1312333, 1335604, 1385883, 1732316}, 'retrieved_ground_truths': {1524802, 1401221, 1729419, 1335604, 1385883, 1732316}, 'missed_ground_truths': {1510720, 1460161, 1312333, 1728198}, 'metrics': {'total_answers': 10, 'retrieved_count': 6, 'missed_count': 4, 'recall@50': 0.6, 'recall@20': 0.6, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 10, 'retrieved_count': 6, 'missed_count': 4, 'recall@50': 0.6, 'recall@20': 0.6, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1729419, 1732316, 1684720, 1385883, 1401221, 1733409, 1764509, 1609613, 1452353, 1759923, 1524802, 1749895, 1287030, 1759930, 1597078, 1524673, 1571310, 1195579, 1373303, 1335604]","[1729419, 1732316, 1684720, 1385883, 1401221, 1733409, 1764509, 1609613, 1452353, 1759923, 1524802, 1749895, 1460161, 1593106, 1728819, 1582633, 1564908, 1606379, 1326981, 1173791]"
789,"Show me the papers written by co-authors of 'Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls' that focus on the use of tapered scintillator arrays for resolution enhancement.","[1458144, 1458680, 1654940]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""co-authors of 'Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls'""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""use of tapered scintillator arrays for resolution enhancement""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""papers written by co-authors of 'Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls'"", ""use of tapered scintillator arrays for resolution enhancement""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1451019, 1683211, 1558788, 1369290, 1411993, 1531950, 1494014, 1249660, 1269667, 1193067, 1742112, 1571547, 1657678, 1394435, 1448591, 1525817, 1253227, 1481534, 1497679, 1582531], 'answer_set': {1394435, 1558788, 1683211, 1451019, 1448591, 1411993, 1742112, 1269667, 1531950, 1525817, 1481534, 1582531, 1369290, 1657678, 1497679, 1571547, 1193067, 1253227, 1249660, 1494014}, 'ground_truth_set': {1458144, 1458680, 1654940}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1458144, 1458680, 1654940}, 'metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1451019, 1683211, 1558788, 1369290, 1411993, 1531950, 1494014, 1249660, 1269667, 1193067, 1742112, 1571547, 1657678, 1394435, 1448591, 1525817, 1253227, 1481534, 1497679, 1582531]","[1451019, 1683211, 1558788, 1369290, 1411993, 1531950, 1494014, 1249660, 1269667, 1193067, 1742112, 1571547, 1480636, 1682484, 1651441, 1267610, 1734648, 1813385, 1649037, 1434852]"
7917,Find articles by Moshe Rozali on the dynamics of driven field theories on Arxiv.,"[1613169, 1755508, 1533999]",IN_PROGRESS,"{""A"": {""type"": [""author""], ""lexical"": {""name"": ""Moshe Rozali""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""dynamics of driven field theories""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""institution""], ""lexical"": {""name"": ""Arxiv""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""articles"", ""dynamics of driven field theories"", ""by Moshe Rozali"", ""on Arxiv""], ""constant"": false}}","{('A', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('A', 'C'): ['author___affiliated_with___institution'], ('ANSWER', 'C'): ['author___affiliated_with___institution']}",,"{'answer_list': [1533999, 1826355, 1284505, 1174268, 1554838, 1183143, 1710705, 1525725, 1870181, 1542447, 1749353, 1613169, 1735658, 1564537, 1253273, 1275294, 1752834, 1233380, 1266855, 1495870], 'answer_set': {1752834, 1554838, 1284505, 1253273, 1275294, 1183143, 1266855, 1533999, 1542447, 1826355, 1495870, 1525725, 1233380, 1870181, 1749353, 1735658, 1710705, 1613169, 1564537, 1174268}, 'ground_truth_set': {1613169, 1755508, 1533999}, 'retrieved_ground_truths': {1613169, 1533999}, 'missed_ground_truths': {1755508}, 'metrics': {'total_answers': 3, 'retrieved_count': 2, 'missed_count': 1, 'recall@50': 0.6666666666666666, 'recall@20': 0.6666666666666666, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 2, 'missed_count': 1, 'recall@50': 0.6666666666666666, 'recall@20': 0.6666666666666666, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1533999, 1826355, 1284505, 1174268, 1554838, 1183143, 1710705, 1525725, 1870181, 1542447, 1749353, 1613169, 1735658, 1564537, 1253273, 1275294, 1752834, 1233380, 1266855, 1495870]","[1533999, 1826355, 1284505, 1174268, 1554838, 1183143, 1710705, 1525725, 1870181, 1542447, 1749353, 1613169, 1574800, 1571733, 1327972, 1606857, 1608101, 1602214, 1750129, 1794599]"
5650,Could you show me some research papers that explore generating multiple wavelengths using Barium nitrate in their studies?,"[1393508, 1365940, 1350135]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""research papers"", ""generating multiple wavelengths"", ""using Barium nitrate""], ""constant"": false}, ""B"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""generating multiple wavelengths"", ""studies using Barium nitrate""], ""constant"": false}, ""C"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""D"": {""type"": [""institution""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""research papers that explore generating multiple wavelengths using Barium nitrate""], ""constant"": false}, ""E"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""Barium nitrate studies""}, ""semantic"": [""chemical research"", ""physics""], ""constant"": true}}","{('C', 'A'): ['author___writes___paper'], ('C', 'ANSWER'): ['author___writes___paper'], ('A', 'B'): ['paper___has_topic___field_of_study'], ('A', 'E'): ['paper___has_topic___field_of_study'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('ANSWER', 'E'): ['paper___has_topic___field_of_study'], ('C', 'D'): ['author___affiliated_with___institution']}",,"{'answer_list': [1393508, 1365940, 1395635, 1261284, 1350135, 1624383, 1402804, 1450564, 1758827, 1806387, 1818793, 1260578, 1672235, 1185397, 1297396, 1434896, 1428011, 1300654, 1561193, 1352832], 'answer_set': {1352832, 1434896, 1260578, 1818793, 1672235, 1428011, 1300654, 1395635, 1365940, 1402804, 1806387, 1624383, 1450564, 1261284, 1393508, 1561193, 1758827, 1297396, 1185397, 1350135}, 'ground_truth_set': {1365940, 1393508, 1350135}, 'retrieved_ground_truths': {1393508, 1365940, 1350135}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 3, 'retrieved_count': 3, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 3, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1393508, 1365940, 1395635, 1261284, 1350135, 1624383, 1402804, 1450564, 1758827, 1806387, 1818793, 1260578, 1672235, 1185397, 1297396, 1434896, 1428011, 1300654, 1561193, 1352832]","[1393508, 1365940, 1395635, 1261284, 1350135, 1624383, 1402804, 1450564, 1758827, 1806387, 1818793, 1260578, 1289814, 1209191, 1695045, 1283114, 1259312, 1291672, 1686924, 1436550]"
5332,Which scholarly articles are there from Athabasca University that focus on the examination and interpretation of auroral images?,"[1256136, 1323386, 1596085, 1703326]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Athabasca University""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""examination and interpretation of auroral images""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""scholarly articles"", ""from Athabasca University"", ""focus on auroral images""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1348989, 1596085, 1673671, 1206730, 1352542, 1282996, 1294010, 1570627, 1768510, 1565475, 1300391, 1711553, 1458861, 1483830, 1652532, 1556255, 1486253, 1306868, 1833082, 1595677], 'answer_set': {1595677, 1556255, 1565475, 1300391, 1458861, 1486253, 1282996, 1596085, 1483830, 1652532, 1294010, 1768510, 1711553, 1570627, 1673671, 1206730, 1352542, 1306868, 1833082, 1348989}, 'ground_truth_set': {1256136, 1323386, 1596085, 1703326}, 'retrieved_ground_truths': {1596085}, 'missed_ground_truths': {1256136, 1323386, 1703326}, 'metrics': {'total_answers': 4, 'retrieved_count': 1, 'missed_count': 3, 'recall@50': 0.25, 'recall@20': 0.25, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}, 'vss_merged_metrics': {'total_answers': 4, 'retrieved_count': 1, 'missed_count': 3, 'recall@50': 0.25, 'recall@20': 0.25, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}}","[1348989, 1596085, 1673671, 1206730, 1352542, 1282996, 1294010, 1570627, 1768510, 1565475, 1300391, 1711553, 1458861, 1483830, 1652532, 1556255, 1486253, 1306868, 1833082, 1595677]","[1348989, 1596085, 1673671, 1206730, 1352542, 1282996, 1294010, 1570627, 1768510, 1565475, 1300391, 1711553, 1383279, 1556255, 1547186, 1248280, 1185308, 1412267, 1464473, 1458861]"
4001,Are there any Meteorology research papers from Central Queensland University that concentrate on rainfall forecasting?,"[1762594, 1677874, 1217998]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Central Queensland University""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""Meteorology""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""rainfall forecasting""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""Meteorology research papers"", ""concentrate on rainfall forecasting""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('B', 'ANSWER'): ['paper___has_topic___field_of_study'], ('C', 'ANSWER'): ['paper___has_topic___field_of_study'], ('B', 'C'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1872818, 1461899, 1619732, 1561344, 1781953, 1250425, 1712943, 1476448, 1345276, 1363430, 1339339, 1189278, 1528609, 1451283, 1590096, 1602652, 1663685, 1732655, 1787568, 1498645], 'answer_set': {1561344, 1461899, 1451283, 1619732, 1498645, 1189278, 1528609, 1712943, 1732655, 1787568, 1872818, 1781953, 1663685, 1339339, 1590096, 1602652, 1476448, 1363430, 1250425, 1345276}, 'ground_truth_set': {1762594, 1677874, 1217998}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1762594, 1677874, 1217998}, 'metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1872818, 1461899, 1619732, 1561344, 1781953, 1250425, 1712943, 1476448, 1345276, 1363430, 1339339, 1189278, 1528609, 1451283, 1590096, 1602652, 1663685, 1732655, 1787568, 1498645]","[1872818, 1461899, 1619732, 1561344, 1781953, 1250425, 1712943, 1476448, 1345276, 1363430, 1339339, 1189278, 1726467, 1520758, 1420255, 1261546, 1608751, 1826208, 1181810, 1762207]"
