id,query,entities,relations
12958,Could you show me some papers exploring the relationship between sodium layers and meteor showers in the context of meteor shower studies?,"{'A': {'type': ['field_of_study'], 'lexical': {'name': 'meteor shower studies'}, 'semantic': [], 'constant': True}, 'B': {'type': ['paper'], 'lexical': {}, 'semantic': ['relationship between sodium layers and meteor showers'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'sodium layers'}, 'semantic': [], 'constant': True}, 'D': {'type': ['field_of_study'], 'lexical': {'name': 'meteor showers'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['exploring the relationship between sodium layers and meteor showers', 'in the context of meteor shower studies'], 'constant': False}}","{('B', 'A'): ['has_topic'], ('B', 'C'): ['has_topic'], ('B', 'D'): ['has_topic'], ('ANSWER', 'A'): ['has_topic'], ('ANSWER', 'C'): ['has_topic'], ('ANSWER', 'D'): ['has_topic']}"
4652,Show me papers authored by Higher Technological Institute researchers on the topic of soliton wave solutions.,"{'A': {'type': ['institution'], 'lexical': {'name': 'Higher Technological Institute'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': ['Higher Technological Institute researchers'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'soliton wave solutions'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['papers authored by Higher Technological Institute researchers on the topic of soliton wave solutions'], 'constant': False}}","{('B', 'A'): ['affiliated_with'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'C'): ['has_topic']}"
7577,"What other astronomy instrumentation papers have referenced or been inspired by the ""FRIDA, the diffraction limited NIR imager and IFS for the Gran Telescopio Canarias: status report"" study?","{'A': {'type': ['paper'], 'lexical': {'title': 'FRIDA, the diffraction limited NIR imager and IFS for the Gran Telescopio Canarias: status report'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'astronomy instrumentation'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['referenced or been inspired by', 'astronomy instrumentation papers'], 'constant': False}}","{('A', 'ANSWER'): ['cites'], ('ANSWER', 'B'): ['has_topic'], ('A', 'B'): ['has_topic']}"
3650,"I'm looking for papers with at least one shared co-author with ""A wideband electro-optic modulator based on long range surface plasmon resonances"". Ideally, these papers will also belong to the sphere of plasmonics or integrated photonics. I'm particularly interested in works that showcase photonic microwave up-conversion via long range surface plasmon resonances, similar to continuous wave laser modulation.","{'A': {'type': ['paper'], 'lexical': {'title': 'A wideband electro-optic modulator based on long range surface plasmon resonances'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'plasmonics'}, 'semantic': [], 'constant': True}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'integrated photonics'}, 'semantic': [], 'constant': True}, 'D': {'type': ['author'], 'lexical': {}, 'semantic': [], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['shared co-author', 'photonic microwave up-conversion via long range surface plasmon resonances', 'continuous wave laser modulation'], 'constant': False}}","{('D', 'A'): ['writes'], ('D', 'ANSWER'): ['writes'], ('A', 'B'): ['has_topic'], ('A', 'C'): ['has_topic'], ('ANSWER', 'B'): ['has_topic'], ('ANSWER', 'C'): ['has_topic']}"
4821,"Search for papers with a common author to ""Fast separation of two trapped ions"", that are also within the same research domain, and discuss a methodology for examining trapped ions or akin quantum systems.","{'A': {'type': ['paper'], 'lexical': {'title': 'Fast separation of two trapped ions'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': [], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['research domain', 'trapped ions', 'quantum systems'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['common author', 'methodology for examining trapped ions or akin quantum systems'], 'constant': False}}","{('B', 'A'): ['writes'], ('B', 'ANSWER'): ['writes'], ('A', 'C'): ['has_topic'], ('ANSWER', 'C'): ['has_topic']}"
5311,"Can I find papers outlining initial ion beam commissioning results that are referenced in ""Installation and first operation of the International Fusion Materials Irradiation Facility injector at the Rokkasho site""?","{'A': {'type': ['paper'], 'lexical': {'title': 'Installation and first operation of the International Fusion Materials Irradiation Facility injector at the Rokkasho site'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['ion beam commissioning', 'International Fusion Materials Irradiation Facility'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['initial ion beam commissioning results', 'referenced in'], 'constant': False}}","{('A', 'B'): ['has_topic'], ('A', 'ANSWER'): ['cites'], ('ANSWER', 'B'): ['has_topic']}"
9557,"Are there any papers with shared authors from ""Infrared Spectral Mapping of Supernova Remnants. I. N63A and Its Environment"", that similarly investigate supernova remnants in the Large Magellanic Cloud as their principal area of study?","{'A': {'type': ['paper'], 'lexical': {'title': 'Infrared Spectral Mapping of Supernova Remnants. I. N63A and Its Environment'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': [], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'supernova remnants'}, 'semantic': [], 'constant': True}, 'D': {'type': ['institution'], 'lexical': {}, 'semantic': ['Large Magellanic Cloud'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['shared authors', 'supernova remnants in the Large Magellanic Cloud', 'principal area of study'], 'constant': False}}","{('B', 'A'): ['writes'], ('B', 'ANSWER'): ['writes'], ('A', 'C'): ['has_topic'], ('ANSWER', 'C'): ['has_topic'], ('B', 'D'): ['affiliated_with']}"
12661,Find papers from Pittsburg State University researchers on dark matter exploration through gamma rays.,"{'A': {'type': ['institution'], 'lexical': {'name': 'Pittsburg State University'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': ['Pittsburg State University researchers'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'dark matter exploration'}, 'semantic': ['through gamma rays'], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['dark matter exploration through gamma rays', 'Pittsburg State University researchers'], 'constant': False}}","{('A', 'B'): ['affiliated_with'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'C'): ['has_topic']}"
11538,"Find publications by co-authors of ""Validity of the generalized density matrix method for the microscopic calculation of a collective/bosonic Hamiltonian"", which also explore the topic of thermalization in small isolated systems.","{'A': {'type': ['paper'], 'lexical': {'title': 'Validity of the generalized density matrix method for the microscopic calculation of a collective/bosonic Hamiltonian'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': ['co-authors of the publication'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'thermalization in small isolated systems'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications by co-authors', 'thermalization in small isolated systems'], 'constant': False}}","{('B', 'A'): ['writes'], ('B', 'ANSWER'): ['writes'], ('A', 'C'): ['has_topic'], ('ANSWER', 'C'): ['has_topic']}"
8029,"What other research papers on quiet sun magnetism has the study ""Spectropolarimetric Evidence for a Siphon Flow along an Emerging Magnetic Flux Tube"" cited?","{'A': {'type': ['paper'], 'lexical': {'title': 'Spectropolarimetric Evidence for a Siphon Flow along an Emerging Magnetic Flux Tube'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'quiet sun magnetism'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['research papers', 'cited by Spectropolarimetric Evidence for a Siphon Flow along an Emerging Magnetic Flux Tube', 'quiet sun magnetism'], 'constant': False}}","{('A', 'ANSWER'): ['cites'], ('A', 'B'): ['has_topic'], ('ANSWER', 'B'): ['has_topic']}"
11635,Show me publications by F. Pallas that discuss a multifunctional laser system.,"{'A': {'type': ['author'], 'lexical': {'name': 'F. Pallas'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['multifunctional laser system'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications by F. Pallas', 'discuss a multifunctional laser system'], 'constant': False}}","{('A', 'ANSWER'): ['writes'], ('ANSWER', 'B'): ['has_topic']}"
9132,Show me publications by M. Giunta exploring constraints on a lightweight pseudoscalar Higgs particle.,"{'A': {'type': ['author'], 'lexical': {'name': 'M. Giunta'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['constraints on a lightweight pseudoscalar Higgs particle'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications by M. Giunta', 'exploring constraints on a lightweight pseudoscalar Higgs particle'], 'constant': False}}","{('A', 'ANSWER'): ['writes'], ('ANSWER', 'B'): ['has_topic'], ('A', 'B'): ['affiliated_with', 'writes', 'cites', 'has_topic']}"
6448,"What are some other works that have referenced or examined ""Stochastic Background of Gravitational Waves from Fermions -- Theory and Applications"" in relation to anisotropies in the gravitational wave background?","{'A': {'type': ['paper'], 'lexical': {'title': 'Stochastic Background of Gravitational Waves from Fermions -- Theory and Applications'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['anisotropies in the gravitational wave background'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['referenced or examined', 'in relation to anisotropies in the gravitational wave background'], 'constant': False}}","{('A', 'B'): ['has_topic'], ('ANSWER', 'A'): ['cites'], ('ANSWER', 'B'): ['has_topic']}"
467,"Can you find papers that explore Pc4-5 pulsations' influence on chorus waves and are referenced in ""Cluster observations of whistler mode ducts and banded chorus""?","{'A': {'type': ['paper'], 'lexical': {'title': 'Cluster observations of whistler mode ducts and banded chorus'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['Pc4-5 pulsations', 'chorus waves'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'whistler mode ducts'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': [""Pc4-5 pulsations' influence on chorus waves"", 'referenced in Cluster observations'], 'constant': False}}","{('A', 'ANSWER'): ['cites'], ('ANSWER', 'B'): ['has_topic'], ('A', 'C'): ['has_topic']}"
3671,Which publications by Monash University South Africa scholars focus on germanium defect analysis?,"{'A': {'type': ['institution'], 'lexical': {'name': 'Monash University South Africa'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': ['Monash University South Africa scholars'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'germanium defect analysis'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications by Monash University South Africa scholars', 'focus on germanium defect analysis'], 'constant': False}}","{('B', 'A'): ['affiliated_with'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'C'): ['has_topic']}"
10579,"Find more publications from the co-authors of ""Intense EM filamentation in relativistic hot plasmas"" that delve into the principles of self-organization.","{'A': {'type': ['paper'], 'lexical': {'title': 'Intense EM filamentation in relativistic hot plasmas'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': ['co-authors of Intense EM filamentation in relativistic hot plasmas'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'principles of self-organization'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications from co-authors', 'principles of self-organization'], 'constant': False}}","{('B', 'A'): ['writes'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'C'): ['has_topic']}"
653,Show me publications by R. Brown on the formation of high-temperature field configurations through the merging of compact toroids.,"{'A': {'type': ['author'], 'lexical': {'name': 'R. Brown'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['formation of high-temperature field configurations', 'merging of compact toroids'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications by R. Brown', 'formation of high-temperature field configurations through the merging of compact toroids'], 'constant': False}}","{('A', 'ANSWER'): ['writes'], ('ANSWER', 'B'): ['has_topic']}"
13234,Show me publications on gravity theories from the co-authors involved in the 'Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa' paper.,"{'A': {'type': ['paper'], 'lexical': {'title': 'Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': [""co-authors of 'Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa'""], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'gravity theories'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': [""publications on gravity theories from co-authors of 'Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa'""], 'constant': False}}","{('B', 'A'): ['writes'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'C'): ['has_topic']}"
10701,Show me publications by L. Lebanowski related to the study of neutrino oscillation experiments.,"{'A': {'type': ['author'], 'lexical': {'name': 'L. Lebanowski'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'neutrino oscillation experiments'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications by L. Lebanowski', 'neutrino oscillation experiments'], 'constant': False}}","{('A', 'ANSWER'): ['writes'], ('ANSWER', 'B'): ['has_topic']}"
9338,"What research papers that delve into heat transfer optimization methods have been referenced in the study titled ""Temperature–heat diagram analysis method for heat recovery physical adsorption refrigeration cycle – Taking multi-stage cycle as an example""?","{'A': {'type': ['paper'], 'lexical': {'title': 'Temperature–heat diagram analysis method for heat recovery physical adsorption refrigeration cycle – Taking multi-stage cycle as an example'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'heat transfer optimization methods'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['research papers', 'heat transfer optimization methods', 'referenced in the study'], 'constant': False}}","{('A', 'ANSWER'): ['cites'], ('ANSWER', 'B'): ['has_topic'], ('A', 'B'): ['has_topic']}"
6455,Search for publications by Marco Breschi on thermal properties.,"{'A': {'type': ['author'], 'lexical': {'name': 'Marco Breschi'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'thermal properties'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications by Marco Breschi on thermal properties'], 'constant': False}}","{('A', 'ANSWER'): ['writes'], ('ANSWER', 'B'): ['has_topic']}"
9771,Show me research articles on Dynamic contrast-enhanced magnetic resonance imaging that investigate compressed sensing techniques for real-time monitoring of lung tumor movement.,"{'A': {'type': ['field_of_study'], 'lexical': {'name': 'Dynamic contrast-enhanced magnetic resonance imaging'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'compressed sensing techniques'}, 'semantic': [], 'constant': True}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'lung tumor movement'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['research articles', 'real-time monitoring'], 'constant': False}}","{('ANSWER', 'A'): ['has_topic'], ('ANSWER', 'B'): ['has_topic'], ('ANSWER', 'C'): ['has_topic']}"
2667,"Show me publications by authors of ""Dynamical instability and the expansion-free condition"" that cover the topic of cavity evolution in relativistic fluids.","{'A': {'type': ['paper'], 'lexical': {'title': 'Dynamical instability and the expansion-free condition'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': ['authors of Dynamical instability and the expansion-free condition'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'cavity evolution in relativistic fluids'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications by authors of Dynamical instability and the expansion-free condition', 'cavity evolution in relativistic fluids'], 'constant': False}}","{('B', 'A'): ['writes'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'C'): ['has_topic']}"
9054,Which publications from Wrocław University of Economics researchers focus on transitions in their studies?,"{'A': {'type': ['institution'], 'lexical': {'name': 'Wrocław University of Economics'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': ['Wrocław University of Economics researchers'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications', 'focus on transitions', 'studies'], 'constant': False}}","{('B', 'A'): ['affiliated_with'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'B'): ['writes']}"
7838,Are there any research articles from Dresden University of Technology that analyze LHC data seeking novel resonances within the context of Quark-Gluon plasma?,"{'A': {'type': ['institution'], 'lexical': {'name': 'Dresden University of Technology'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'Quark-Gluon plasma'}, 'semantic': [], 'constant': True}, 'C': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['LHC data', 'novel resonances'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {'name': 'research articles'}, 'semantic': ['analyze LHC data', 'within the context of Quark-Gluon plasma'], 'constant': False}}","{('A', 'ANSWER'): ['affiliated_with'], ('ANSWER', 'B'): ['has_topic'], ('ANSWER', 'C'): ['has_topic']}"
13094,Publications on plasma-generated magnetic fields authored by Hashemite University researchers,"{'A': {'type': ['institution'], 'lexical': {'name': 'Hashemite University'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': ['Hashemite University researchers'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'plasma-generated magnetic fields'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {'name': 'Publications'}, 'semantic': ['plasma-generated magnetic fields', 'Hashemite University researchers'], 'constant': False}}","{('A', 'B'): ['affiliated_with'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'C'): ['has_topic']}"
6732,"Show me papers examining dual-band phased array antenna technologies, authored by the co-authors of the publication 'Dual-Band Wide-Angle Scanning Planar Phased Array in X/Ku-Bands'.","{'A': {'type': ['paper'], 'lexical': {'title': 'Dual-Band Wide-Angle Scanning Planar Phased Array in X/Ku-Bands'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': [""co-authors of the publication 'Dual-Band Wide-Angle Scanning Planar Phased Array in X/Ku-Bands'""], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'dual-band phased array antenna technologies'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['examining dual-band phased array antenna technologies', ""authored by the co-authors of the publication 'Dual-Band Wide-Angle Scanning Planar Phased Array in X/Ku-Bands'""], 'constant': False}}","{('B', 'A'): ['writes'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'C'): ['has_topic']}"
12096,Show me publications by A. Sandacz on the topic of gluon polarization.,"{'A': {'type': ['author'], 'lexical': {'name': 'A. Sandacz'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'gluon polarization'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications by A. Sandacz on gluon polarization'], 'constant': False}}","{('A', 'ANSWER'): ['writes'], ('ANSWER', 'B'): ['has_topic'], ('A', 'B'): ['writes', 'has_topic']}"
5111,"Which publications from the co-authors of ""Antenna Array Geometries to Reduce the Compute Load in Radio Telescopes"" also discuss efficient techniques for analyzing radio telescope data?","{'A': {'type': ['paper'], 'lexical': {'title': 'Antenna Array Geometries to Reduce the Compute Load in Radio Telescopes'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': ['co-authors of Antenna Array Geometries to Reduce the Compute Load in Radio Telescopes'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'radio telescope data analysis'}, 'semantic': ['efficient techniques for analyzing radio telescope data'], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications from co-authors', 'efficient techniques for analyzing radio telescope data'], 'constant': False}}","{('B', 'A'): ['writes'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'C'): ['has_topic']}"
11250,Search for publications by Neeraj Tripathi focusing on the impact of polarization on GaN photocathodes.,"{'A': {'type': ['author'], 'lexical': {'name': 'Neeraj Tripathi'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['polarization', 'GaN photocathodes'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications', 'impact of polarization on GaN photocathodes'], 'constant': False}}","{('A', 'ANSWER'): ['writes'], ('ANSWER', 'B'): ['has_topic']}"
32,I'm looking for publications on the adjustment of topological phases within the pseudospectrum domain through system parameter alteration.,"{'A': {'type': ['field_of_study'], 'lexical': {'name': 'topological phases'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'pseudospectrum domain'}, 'semantic': [], 'constant': True}, 'C': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['system parameter alteration'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications on the adjustment of topological phases within the pseudospectrum domain through system parameter alteration'], 'constant': False}}","{('A', 'ANSWER'): ['has_topic'], ('B', 'ANSWER'): ['has_topic'], ('C', 'ANSWER'): ['has_topic']}"
11157,"Can you find 2014 papers about ionospheric plasma parameters that were cited in the study ""Equinoctial asymmetry in ionosphere over Indian region during 2006–2013 using COSMIC measurements""?","{'A': {'type': ['paper'], 'lexical': {'title': 'Equinoctial asymmetry in ionosphere over Indian region during 2006–2013 using COSMIC measurements'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'ionospheric plasma parameters'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['2014 papers', 'about ionospheric plasma parameters', 'cited in the study'], 'constant': False}}","{('A', 'ANSWER'): ['cites'], ('ANSWER', 'B'): ['has_topic']}"
9834,Show me publications by Anahit Badalyan on the topic of holography with Bessel beam recordings.,"{'A': {'type': ['author'], 'lexical': {'name': 'Anahit Badalyan'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'holography'}, 'semantic': [], 'constant': True}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'Bessel beam recordings'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications by Anahit Badalyan', 'on the topic of holography with Bessel beam recordings'], 'constant': False}}","{('A', 'ANSWER'): ['writes'], ('ANSWER', 'B'): ['has_topic'], ('ANSWER', 'C'): ['has_topic']}"
11718,"Are there any other studies on high-velocity outflows that have referenced or been inspired by the evidence presented in ""Discovery of the transition of a mini-broad absorption line into a broad absorption line in the SDSS quasar J115122.14+020426.3""?","{'A': {'type': ['paper'], 'lexical': {'title': 'Discovery of the transition of a mini-broad absorption line into a broad absorption line in the SDSS quasar J115122.14+020426.3'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'high-velocity outflows'}, 'semantic': [], 'constant': True}, 'C': {'type': ['author'], 'lexical': {}, 'semantic': [], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['studies on high-velocity outflows', 'referenced or been inspired by the evidence presented in the paper'], 'constant': False}}","{('A', 'B'): ['has_topic'], ('A', 'C'): ['writes'], ('A', 'ANSWER'): ['cites'], ('B', 'ANSWER'): ['has_topic'], ('C', 'ANSWER'): ['writes'], ('ANSWER', 'A'): ['cites']}"
8716,Can you find any publications from Shiga University of Medical Science that focus on the study of interfaces via molecular dynamics simulations?,"{'A': {'type': ['institution'], 'lexical': {'name': 'Shiga University of Medical Science'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {}, 'semantic': ['study of interfaces', 'molecular dynamics simulations'], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications'], 'constant': False}}","{('A', 'ANSWER'): ['affiliated_with'], ('ANSWER', 'B'): ['has_topic']}"
8467,"Show me articles on crystal structures and their formation authored by co-authors of ""Dependence of the Apex Angle of an Inverted Pyramidal-Shaped Container on Crystallization of Brownian Particles"".","{'A': {'type': ['paper'], 'lexical': {'title': 'Dependence of the Apex Angle of an Inverted Pyramidal-Shaped Container on Crystallization of Brownian Particles'}, 'semantic': [], 'constant': True}, 'B': {'type': ['author'], 'lexical': {}, 'semantic': ['co-authors of Dependence of the Apex Angle of an Inverted Pyramidal-Shaped Container on Crystallization of Brownian Particles'], 'constant': False}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'crystal structures and their formation'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['articles on crystal structures and their formation', 'authored by co-authors of Dependence of the Apex Angle of an Inverted Pyramidal-Shaped Container on Crystallization of Brownian Particles'], 'constant': False}}","{('A', 'B'): ['writes'], ('B', 'ANSWER'): ['writes'], ('ANSWER', 'C'): ['has_topic']}"
2317,"Show me publications from Nirmalagiri College, Kuthuparamba exploring the features and utilization of lithium ferrite nanoparticles.","{'A': {'type': ['institution'], 'lexical': {'name': 'Nirmalagiri College, Kuthuparamba'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'lithium ferrite nanoparticles'}, 'semantic': [], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['publications', 'features and utilization of lithium ferrite nanoparticles'], 'constant': False}}","{('A', 'ANSWER'): ['affiliated_with'], ('ANSWER', 'B'): ['has_topic']}"
3951,Looking for research papers related to electric motor armature design optimization that have affiliations with Hanbat National University. Specifically interested in works proposing design optimizations of electric motors.,"{'A': {'type': ['institution'], 'lexical': {'name': 'Hanbat National University'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'electric motor armature design optimization'}, 'semantic': [], 'constant': True}, 'C': {'type': ['author'], 'lexical': {}, 'semantic': [], 'constant': False}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['research papers', 'electric motor armature design optimization', 'design optimizations of electric motors'], 'constant': False}}","{('C', 'A'): ['affiliated_with'], ('C', 'ANSWER'): ['writes'], ('ANSWER', 'B'): ['has_topic']}"
12357,Does any literature exist from the Netherlands Environmental Assessment Agency on anticipated climate extremes under 1.5°C global warming? Could you also look up related research papers in the domain of Astronomy?,"{'A': {'type': ['institution'], 'lexical': {'name': 'Netherlands Environmental Assessment Agency'}, 'semantic': [], 'constant': True}, 'B': {'type': ['field_of_study'], 'lexical': {'name': 'Astronomy'}, 'semantic': [], 'constant': True}, 'C': {'type': ['field_of_study'], 'lexical': {'name': 'climate extremes'}, 'semantic': ['global warming', '1.5°C'], 'constant': True}, 'ANSWER': {'type': ['paper'], 'lexical': {}, 'semantic': ['literature', 'anticipated climate extremes', 'related research papers'], 'constant': False}}","{('A', 'ANSWER'): ['affiliated_with'], ('ANSWER', 'C'): ['has_topic'], ('ANSWER', 'B'): ['has_topic']}"
