id,query,entities,relations
3620,"Can you find other publications from the co-authors of ""Ultrasmooth metallic films with buried nanostructures for backside reflection-mode plasmonic biosensing"" that delve into the application of high-speed imaging for observing surface-enhanced Raman scattering fluctuations?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Ultrasmooth metallic films with buried nanostructures for backside reflection-mode plasmonic biosensing""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""co-authors of Ultrasmooth metallic films with buried nanostructures for backside reflection-mode plasmonic biosensing""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""high-speed imaging"", ""surface-enhanced Raman scattering fluctuations""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications from co-authors"", ""application of high-speed imaging for observing surface-enhanced Raman scattering fluctuations""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""],
  (""A"", ""C""): [""has_topic""]
}"
12251,"What are some articles investigating the link between photon scattering and entanglement that are referenced in the study ""Quantum versus classical effects in two-photon speckle patterns""?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Quantum versus classical effects in two-photon speckle patterns""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""photon scattering"", ""entanglement""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""articles investigating the link between photon scattering and entanglement"", ""referenced in the study""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""cites""],
(""ANSWER"", ""B""): [""has_topic""],
(""A"", ""B""): [""has_topic""]
}"
11695,"What are the papers mentioned in ""Setting a new standard in the analysis of binary stars: progress and challenges,"" which also discuss the recent discovery of new circumbinary planets after its publication?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Setting a new standard in the analysis of binary stars: progress and challenges""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""binary stars"", ""circumbinary planets""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""circumbinary planets""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""recent discovery of new circumbinary planets"", ""after publication of Setting a new standard in the analysis of binary stars: progress and challenges""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""has_topic""],
(""A"", ""C""): [""has_topic""],
(""ANSWER"", ""B""): [""has_topic""],
(""ANSWER"", ""C""): [""has_topic""],
(""A"", ""ANSWER""): [""cites""]
}"
238,Show me research articles about Molecular Fingerprint involving the investigation of waveform-stable pulses.,"{
  ""A"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""Molecular Fingerprint""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""waveform-stable pulses""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""research articles"", ""involving the investigation of waveform-stable pulses"", ""about Molecular Fingerprint""],
    ""constant"": false
  }
}","{
(""ANSWER"", ""A""): [""has_topic""],
(""ANSWER"", ""B""): [""has_topic""]
}"
9596,Which publications from the Silicon Institute of Technology's researchers have computations on radioactive half-lives?,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Silicon Institute of Technology""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""Silicon Institute of Technology's researchers""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""radioactive half-lives""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications"", ""computations on radioactive half-lives""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""affiliated_with""],
(""B"", ""ANSWER""): [""writes""],
(""ANSWER"", ""C""): [""has_topic""]
}"
8491,Show me publications by Spiros Margetis investigating the relationship between baryon-strangeness correlations and collision energy.,"{
  ""A"": {
    ""type"": [""author""],
    ""lexical"": {""name"": ""Spiros Margetis""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""baryon-strangeness correlations"", ""collision energy""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications by Spiros Margetis"", ""relationship between baryon-strangeness correlations and collision energy""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""writes""],
(""ANSWER"", ""B""): [""has_topic""]
}"
7083,"Are there any studies that explore the impact of alloying on the number of citations for the research paper entitled ""Electronic, magnetic and thermal properties of Co2CrxFe1−xX (X=Al, Si) Heusler alloys: First-principles calculations""?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Electronic, magnetic and thermal properties of Co2CrxFe1−xX (X=Al, Si) Heusler alloys: First-principles calculations""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""alloying"", ""impact on number of citations""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""institution"", ""author""],
    ""lexical"": {},
    ""semantic"": [],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""studies on impact of alloying"", ""number of citations""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""has_topic""],
(""A"", ""C""): [""writes"", ""affiliated_with""],
(""C"", ""ANSWER""): [""writes""],
(""ANSWER"", ""B""): [""has_topic""]
}"
11704,Could you find some papers related to the Toroidal moment demonstrating a higher frequency toroidal moment?,"{
  ""A"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""Toroidal moment""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""demonstrating a higher frequency toroidal moment""],
    ""constant"": false
  }
}","{
(""ANSWER"", ""A""): [""has_topic""]
}"
10072,"Search for papers with shared authorship with ""Calculation and Analysis of Rotor Eddy Current Loss of Permanent Magnet-Inductor Hybrid Excited Synchronous Generator"", related to the study of axial flux permanent magnet machines, and that specifically analyze three stator structures for axial field flux-switching permanent magnet machines.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Calculation and Analysis of Rotor Eddy Current Loss of Permanent Magnet-Inductor Hybrid Excited Synchronous Generator""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""axial flux permanent magnet machines""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""axial field flux-switching permanent magnet machines""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""shared authorship"", ""analyze three stator structures""],
    ""constant"": false
  }
}","{
(""B"", ""A""): [""writes""],
(""B"", ""ANSWER""): [""writes""],
(""A"", ""C""): [""has_topic""],
(""ANSWER"", ""C""): [""has_topic""],
(""ANSWER"", ""D""): [""has_topic""],
(""A"", ""D""): [""has_topic""]
}"
4537,"Could you find the papers authored by the coauthors of ""Intensity Noise in Ultra-High Frequency Modulated Semiconductor Laser with Strong Feedback and its Influence on Noise Figure of ROF Links"" that also discuss significant angular dispersion?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Intensity Noise in Ultra-High Frequency Modulated Semiconductor Laser with Strong Feedback and its Influence on Noise Figure of ROF Links""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""coauthors of paper""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""significant angular dispersion""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""papers authored by coauthors"", ""discuss significant angular dispersion""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
2226,Are there any papers from Sun Yat-sen University of Medical Sciences researchers that analyze the use of Raman spectroscopy in diagnosing nasopharyngeal carcinoma?,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Sun Yat-sen University of Medical Sciences""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""Sun Yat-sen University of Medical Sciences researchers""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""Raman spectroscopy"", ""nasopharyngeal carcinoma""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""analyze the use of Raman spectroscopy in diagnosing nasopharyngeal carcinoma""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""affiliated_with""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
4706,Are there any research publications from Eastern Washington University that examine hydrogen bonding nuances in frustrated magnetic substances with a specific focus on Rotational symmetry?,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Eastern Washington University""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""hydrogen bonding nuances""},
    ""semantic"": [],
    ""constant"": true
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""frustrated magnetic substances""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""Rotational symmetry""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""research publications"", ""examine hydrogen bonding nuances"", ""frustrated magnetic substances"", ""specific focus on Rotational symmetry""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""affiliated_with""],
(""ANSWER"", ""B""): [""has_topic""],
(""ANSWER"", ""C""): [""has_topic""],
(""ANSWER"", ""D""): [""has_topic""]
}"
9123,Banwarilal Bhalotia College author publications on new nanomaterial coating methods,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Banwarilal Bhalotia College""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""Banwarilal Bhalotia College""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""new nanomaterial coating methods""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""Banwarilal Bhalotia College author publications"", ""new nanomaterial coating methods""],
    ""constant"": false
  }
}","{
  (""A"", ""B""): [""affiliated_with""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
8889,Are there any studies or papers from M/A-COM Technology Solutions on the integration of lasers into silicon?,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""M/A-COM Technology Solutions""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""integration of lasers into silicon""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""studies or papers"", ""integration of lasers into silicon""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""affiliated_with""],
(""ANSWER"", ""B""): [""has_topic""]
}"
12958,Could you show me some papers exploring the relationship between sodium layers and meteor showers in the context of meteor shower studies?,"{
  ""A"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""meteor shower studies""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""relationship between sodium layers and meteor showers""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""sodium layers""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""meteor showers""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""exploring the relationship between sodium layers and meteor showers"", ""in the context of meteor shower studies""],
    ""constant"": false
  }
}","{
(""ANSWER"", ""A""): [""has_topic""],
(""ANSWER"", ""C""): [""has_topic""],
(""ANSWER"", ""D""): [""has_topic""],
(""B"", ""C""): [""has_topic""],
(""B"", ""D""): [""has_topic""],
(""B"", ""A""): [""has_topic""]
}"
4652,Show me papers authored by Higher Technological Institute researchers on the topic of soliton wave solutions.,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Higher Technological Institute""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""soliton wave solutions""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""authored by Higher Technological Institute researchers"", ""on the topic of soliton wave solutions""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""affiliated_with""],
(""ANSWER"", ""B""): [""has_topic""]
}"
7577,"What other astronomy instrumentation papers have referenced or been inspired by the ""FRIDA, the diffraction limited NIR imager and IFS for the Gran Telescopio Canarias: status report"" study?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""FRIDA, the diffraction limited NIR imager and IFS for the Gran Telescopio Canarias: status report""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""astronomy instrumentation""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""referenced or been inspired by"", ""FRIDA, the diffraction limited NIR imager and IFS for the Gran Telescopio Canarias: status report"", ""astronomy instrumentation papers""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""has_topic""],
(""A"", ""ANSWER""): [""cites""],
(""B"", ""ANSWER""): [""has_topic""]
}"
3650,"I'm looking for papers with at least one shared co-author with ""A wideband electro-optic modulator based on long range surface plasmon resonances"". Ideally, these papers will also belong to the sphere of plasmonics or integrated photonics. I'm particularly interested in works that showcase photonic microwave up-conversion via long range surface plasmon resonances, similar to continuous wave laser modulation.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""A wideband electro-optic modulator based on long range surface plasmon resonances""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""plasmonics""},
    ""semantic"": [],
    ""constant"": true
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""integrated photonics""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""shared co-author"", ""photonic microwave up-conversion via long range surface plasmon resonances"", ""continuous wave laser modulation""],
    ""constant"": false
  }
}","{
(""D"", ""A""): [""writes""],
(""D"", ""ANSWER""): [""writes""],
(""A"", ""B""): [""has_topic""],
(""A"", ""C""): [""has_topic""],
(""ANSWER"", ""B""): [""has_topic""],
(""ANSWER"", ""C""): [""has_topic""]
}"
4821,"Search for papers with a common author to ""Fast separation of two trapped ions"", that are also within the same research domain, and discuss a methodology for examining trapped ions or akin quantum systems.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Fast separation of two trapped ions""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""research domain"", ""trapped ions"", ""quantum systems""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""common author"", ""methodology for examining trapped ions or akin quantum systems""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""A"", ""C""): [""has_topic""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
5311,"Can I find papers outlining initial ion beam commissioning results that are referenced in ""Installation and first operation of the International Fusion Materials Irradiation Facility injector at the Rokkasho site""?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Installation and first operation of the International Fusion Materials Irradiation Facility injector at the Rokkasho site""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""ion beam commissioning"", ""International Fusion Materials Irradiation Facility""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""initial ion beam commissioning results"", ""referenced in""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""has_topic""],
(""A"", ""ANSWER""): [""cites""],
(""ANSWER"", ""B""): [""has_topic""]
}"
9557,"Are there any papers with shared authors from ""Infrared Spectral Mapping of Supernova Remnants. I. N63A and Its Environment"", that similarly investigate supernova remnants in the Large Magellanic Cloud as their principal area of study?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Infrared Spectral Mapping of Supernova Remnants. I. N63A and Its Environment""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""supernova remnants""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""institution"", ""field_of_study""],
    ""lexical"": {""name"": ""Large Magellanic Cloud""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""shared authors"", ""supernova remnants"", ""principal area of study""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""A"", ""C""): [""has_topic""],
  (""ANSWER"", ""C""): [""has_topic""],
  (""ANSWER"", ""D""): [""has_topic""],
  (""A"", ""D""): [""has_topic""]
}"
12661,Find papers from Pittsburg State University researchers on dark matter exploration through gamma rays.,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Pittsburg State University""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""Pittsburg State University researchers""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""dark matter exploration""},
    ""semantic"": [""through gamma rays""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""Pittsburg State University researchers"", ""dark matter exploration through gamma rays""],
    ""constant"": false
  }
}","{
  (""A"", ""B""): [""affiliated_with""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
11538,"Find publications by co-authors of ""Validity of the generalized density matrix method for the microscopic calculation of a collective/bosonic Hamiltonian"", which also explore the topic of thermalization in small isolated systems.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Validity of the generalized density matrix method for the microscopic calculation of a collective/bosonic Hamiltonian""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""co-authors of the publication""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""thermalization in small isolated systems""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications by co-authors"", ""exploring thermalization in small isolated systems""],
    ""constant"": false
  }
}","{
(""B"", ""A""): [""writes""],
(""B"", ""ANSWER""): [""writes""],
(""A"", ""ANSWER""): [""cites""],
(""ANSWER"", ""C""): [""has_topic""]
}"
8029,"What other research papers on quiet sun magnetism has the study ""Spectropolarimetric Evidence for a Siphon Flow along an Emerging Magnetic Flux Tube"" cited?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Spectropolarimetric Evidence for a Siphon Flow along an Emerging Magnetic Flux Tube""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""quiet sun magnetism""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""cited by Spectropolarimetric Evidence for a Siphon Flow along an Emerging Magnetic Flux Tube"", ""research papers on quiet sun magnetism""],
    ""constant"": false
  }
}","{
  (""A"", ""ANSWER""): [""cites""],
  (""ANSWER"", ""B""): [""has_topic""],
  (""A"", ""B""): [""has_topic""]
}"
11635,Show me publications by F. Pallas that discuss a multifunctional laser system.,"{
  ""A"": {
    ""type"": [""author""],
    ""lexical"": {""name"": ""F. Pallas""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""multifunctional laser system""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications by F. Pallas"", ""multifunctional laser system""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""writes""],
(""ANSWER"", ""B""): [""has_topic""]
}"
9132,Show me publications by M. Giunta exploring constraints on a lightweight pseudoscalar Higgs particle.,"{
  ""A"": {
    ""type"": [""author""],
    ""lexical"": {""name"": ""M. Giunta""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""constraints on a lightweight pseudoscalar Higgs particle""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications by M. Giunta"", ""exploring constraints on a lightweight pseudoscalar Higgs particle""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""writes""],
(""ANSWER"", ""B""): [""has_topic""],
(""A"", ""B""): [""writes"", ""has_topic""]
}"
6448,"What are some other works that have referenced or examined ""Stochastic Background of Gravitational Waves from Fermions -- Theory and Applications"" in relation to anisotropies in the gravitational wave background?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Stochastic Background of Gravitational Waves from Fermions -- Theory and Applications""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""anisotropies in the gravitational wave background""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""referenced or examined"", ""in relation to anisotropies in the gravitational wave background""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""has_topic""],
(""ANSWER"", ""A""): [""cites""],
(""ANSWER"", ""B""): [""has_topic""]
}"
467,"Can you find papers that explore Pc4-5 pulsations' influence on chorus waves and are referenced in ""Cluster observations of whistler mode ducts and banded chorus""?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Cluster observations of whistler mode ducts and banded chorus""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""Pc4-5 pulsations"", ""chorus waves""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""whistler mode ducts""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""Pc4-5 pulsations' influence on chorus waves"", ""referenced in Cluster observations""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""cites""],
(""ANSWER"", ""B""): [""has_topic""]
}"
3671,Which publications by Monash University South Africa scholars focus on germanium defect analysis?,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Monash University South Africa""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""Monash University South Africa scholars""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""germanium defect analysis""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications by Monash University South Africa scholars"", ""focus on germanium defect analysis""],
    ""constant"": false
  }
}","{
(""B"", ""A""): [""affiliated_with""],
(""B"", ""ANSWER""): [""writes""],
(""ANSWER"", ""C""): [""has_topic""]
}"
10579,"Find more publications from the co-authors of ""Intense EM filamentation in relativistic hot plasmas"" that delve into the principles of self-organization.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Intense EM filamentation in relativistic hot plasmas""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""co-authors of Intense EM filamentation in relativistic hot plasmas""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""principles of self-organization""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications from co-authors"", ""delve into principles of self-organization""],
    ""constant"": false
  }
}","{
(""B"", ""A""): [""writes""],
(""B"", ""ANSWER""): [""writes""],
(""ANSWER"", ""C""): [""has_topic""]
}"
653,Show me publications by R. Brown on the formation of high-temperature field configurations through the merging of compact toroids.,"{
  ""A"": {
    ""type"": [""author""],
    ""lexical"": {""name"": ""R. Brown""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""formation of high-temperature field configurations"", ""merging of compact toroids""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications by R. Brown on the formation of high-temperature field configurations through the merging of compact toroids""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""writes""],
(""ANSWER"", ""B""): [""has_topic""]
}"
