id,query,ground_truths,status,deconstructed_facts,step2_entities_response,step3_relation_response,step3_relation_validation_response,entities,initial_symbol_candidates,relations,results
10726,"Which gene or protein, characterized by the presence of seven immunoglobulin domains and playing a role in cell adhesion, also engages in interaction with the gene or protein responsible for the Recycling of eIF2:GDP?","[417, 6589, 2057]",SUCCESS," Target: The ANSWER is a gene/protein.
Fact 1: The ANSWER has seven immunoglobulin domains.
Fact 2: The ANSWER is involved in cell adhesion.
Fact 3: There is an unknown gene/protein X responsible for the Recycling of eIF2:GDP.
Fact 4: The ANSWER interacts with gene/protein X."," {
    ""ANSWER"": {
        ""name"": ""gene/protein with seven immunoglobulin domains and involved in cell adhesion"",
        ""type"": ""gene/protein"",
        ""information"": ""gene/protein that interacts with the gene/protein responsible for the Recycling of eIF2:GDP"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""seven immunoglobulin domains"",
        ""type"": ""molecular_function"",
        ""information"": ""characteristic of the target gene/protein"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""cell adhesion"",
        ""type"": ""biological_process"",
        ""information"": ""function of the target gene/protein"",
        ""constant"": true
    },
    ""C"": {
        ""name"": ""Recycling of eIF2:GDP"",
        ""type"": ""biological_process"",
        ""information"": ""process responsible for the interaction with the target gene/protein"",
        ""constant"": true
    }
}"," [
  (""ANSWER"", ""C"", ""interacts with""),
  (""ANSWER"", ""A"", ""ppi""),
  (""ANSWER"", ""B"", ""involved in"")
]"," [(""ANSWER"", ""C"", ""interacts with""), (""ANSWER"", ""B"", ""involved in""), (""ANSWER"", ""A"", ""ppi"")]","{""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""gene/protein with seven immunoglobulin domains and involved in cell adhesion""}, ""semantic"": [""gene/protein that interacts with the gene/protein responsible for the Recycling of eIF2:GDP""], ""constant"": false}, ""A"": {""type"": [""molecular_function""], ""lexical"": {""name"": ""seven immunoglobulin domains""}, ""semantic"": [""characteristic of the target gene/protein""], ""constant"": true}, ""B"": {""type"": [""biological_process""], ""lexical"": {""name"": ""cell adhesion""}, ""semantic"": [""function of the target gene/protein""], ""constant"": true}, ""C"": {""type"": [""biological_process""], ""lexical"": {""name"": ""Recycling of eIF2:GDP""}, ""semantic"": [""process responsible for the interaction with the target gene/protein""], ""constant"": true}}",,"{('ANSWER', 'C'): ['interacts with'], ('ANSWER', 'A'): ['ppi']}","{""answer_list"": [11341, 8154, 4042, 9173, 2820, 10652, 10789, 12135, 364, 7043, 4471, 3479, 56596, 135, 4936, 788, 743, 6907, 13349, 1866], ""ground_truth_set"": ""{417, 6589, 2057}"", ""retrieved_ground_truths"": ""set()"", ""missed_ground_truths"": ""{417, 6589, 2057}"", ""metrics"": {""total_answers"": 3, ""retrieved_count"": 0, ""missed_count"": 3, ""recall@50"": 0.0, ""recall@20"": 0.0, ""hit_at_1"": 0.0, ""hit_at_5"": 0.0, ""mrr"": 0.0}, ""vss_metrics"": {""recall@20_alpha_12"": 0.0, ""recall@20_alpha_13"": 0.0, ""recall@20_alpha_14"": 0.0, ""recall@20_alpha_15"": 0.0, ""recall@20_alpha_16"": 0.0, ""recall@20_alpha_17"": 0.0, ""recall@20_alpha_18"": 0.0, ""recall@20_alpha_19"": 0.0, ""recall@20_alpha_20"": 0.0}}"
4052,Can you identify any drugs in our database that target the JAK1 gene with a selectivity that is at least tenfold more potent against JAK1 compared to JAK2?,[15768],SUCCESS," Target: The ANSWER is a drug.
Fact 1: There is a known gene JAK1.
Fact 2: There is a known gene JAK2.
Fact 3: The ANSWER targets the JAK1 gene.
Fact 4: The selectivity of the ANSWER for JAK1 is at least tenfold more potent compared to its selectivity for JAK2."," {
    ""ANSWER"": {
        ""name"": ""drug"",
        ""type"": ""drug"",
        ""information"": ""drug that targets the JAK1 gene with a selectivity that is at least tenfold more potent against JAK1 compared to JAK2"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""JAK1"",
        ""type"": ""gene/protein"",
        ""information"": ""gene that the drug targets"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""JAK2"",
        ""type"": ""gene/protein"",
        ""information"": ""gene against which the drug has lower selectivity"",
        ""constant"": true
    }
}"," [
  (""ANSWER"", ""A"", ""target""),
  (""ANSWER"", ""B"", ""target""),
  (""A"", ""ANSWER"", ""selectivity"", ""10"")
]"," [('ANSWER', 'A', 'target')]","{""ANSWER"": {""type"": [""drug""], ""lexical"": {""name"": ""drug""}, ""semantic"": [""drug that targets the JAK1 gene with a selectivity that is at least tenfold more potent against JAK1 compared to JAK2""], ""constant"": false}, ""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""JAK1""}, ""semantic"": [""gene that the drug targets""], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""JAK2""}, ""semantic"": [""gene against which the drug has lower selectivity""], ""constant"": true}}",,"{('ANSWER', 'A'): ['target']}","{""answer_list"": [15666, 15269, 14407, 15597, 15250, 15768, 15674, 18870, 19315, 19316, 19642, 15748, 15673, 19317, 19318, 19319, 18593, 19862, 19860, 19861], ""ground_truth_set"": ""{15768}"", ""retrieved_ground_truths"": ""{15768}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 0.0, ""mrr"": 0.16666666666666666}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
7320,"Can you provide a list of long-acting beta-2 agonists that, when combined with Oxitropium, demonstrate a synergistic effect in the treatment of bronchospasm for a condition both medications are prescribed for?","[15160, 15797, 15614]",SUCCESS," Target: The ANSWER is a long-acting beta-2 agonist.
Fact 1: There is an unknown long-acting beta-2 agonist X.
Fact 2: When combined with Oxitropium, long-acting beta-2 agonist X demonstrates a synergistic effect.
Fact 3: Long-acting beta-2 agonist X is prescribed for the treatment of bronchospasm.
Fact 4: Long-acting beta-2 agonist X is used in the treatment of a condition both it and Oxitropium are prescribed for."," {
    ""ANSWER"": {
        ""name"": ""long-acting beta-2 agonist"",
        ""type"": ""drug"",
        ""information"": ""long-acting beta-2 agonist that, when combined with Oxitropium, demonstrates a synergistic effect in the treatment of bronchospasm"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""Oxitropium"",
        ""type"": ""drug"",
        ""information"": ""drug that the ANSWER is combined with and demonstrates a synergistic effect"",
        ""constant"": true
    }
}"," [
  (""ANSWER"", ""drug"", ""prescribed for""),
  (""A"", ""ANSWER"", ""synergistic interaction"")
]"," [('ANSWER', 'A', 'synergistic interaction')]","{""ANSWER"": {""type"": [""drug""], ""lexical"": {""name"": ""long-acting beta-2 agonist""}, ""semantic"": [""long-acting beta-2 agonist that, when combined with Oxitropium, demonstrates a synergistic effect in the treatment of bronchospasm""], ""constant"": false}, ""A"": {""type"": [""drug""], ""lexical"": {""name"": ""Oxitropium""}, ""semantic"": [""drug that the ANSWER is combined with and demonstrates a synergistic effect""], ""constant"": true}}",,"{('ANSWER', 'A'): ['synergistic interaction']}","{""answer_list"": [15166, 15797, 14272, 14159, 15229, 15160, 14862, 17561, 17562, 15614, 14263, 15546, 14873, 15479, 16538, 20370, 15254, 14848, 14406, 15175], ""ground_truth_set"": ""{15160, 15797, 15614}"", ""retrieved_ground_truths"": ""{15160, 15797, 15614}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 3, ""retrieved_count"": 3, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 1.0, ""mrr"": 0.5}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
10929,Find health conditions linked to the HSP90AA1 protein that should not be treated with Dihydrocodeine.,[27933],SUCCESS," Target: The ANSWER is a health condition (disease).
Fact 1: The ANSWER is linked to the HSP90AA1 protein.
Fact 2: Dihydrocodeine is not an appropriate treatment for the ANSWER."," {
    ""ANSWER"": {
        ""name"": ""health condition"",
        ""type"": ""disease"",
        ""information"": ""disease linked to the HSP90AA1 protein and should not be treated with Dihydrocodeine"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""HSP90AA1 protein"",
        ""type"": ""gene/protein"",
        ""information"": ""protein the ANSWER is linked to"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""Dihydrocodeine"",
        ""type"": ""drug"",
        ""information"": ""drug that is not an appropriate treatment for the ANSWER"",
        ""constant"": true
    }
}"," [
  (""ANSWER"", ""A"", ""interacts with""),
  (""ANSWER"", ""B"", ""contraindication"")
]"," [(""ANSWER"", ""B"", ""contraindication""), (""ANSWER"", ""A"", ""target"")]","{""ANSWER"": {""type"": [""disease""], ""lexical"": {""name"": ""health condition""}, ""semantic"": [""disease linked to the HSP90AA1 protein and should not be treated with Dihydrocodeine""], ""constant"": false}, ""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""HSP90AA1 protein""}, ""semantic"": [""protein the ANSWER is linked to""], ""constant"": true}, ""B"": {""type"": [""drug""], ""lexical"": {""name"": ""Dihydrocodeine""}, ""semantic"": [""drug that is not an appropriate treatment for the ANSWER""], ""constant"": true}}",,"{('ANSWER', 'A'): ['target'], ('ANSWER', 'B'): ['contraindication']}","{""answer_list"": [35764, 35565, 83867, 35958, 27878, 36253, 38066, 30035, 27933, 39531, 36603, 33577, 36693, 32584, 28473, 36266, 27843, 83805, 39416, 32977], ""ground_truth_set"": ""{27933}"", ""retrieved_ground_truths"": ""{27933}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 0.0, ""mrr"": 0.1111111111111111}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
2748,"What diseases are associated with NUDT15 gene mutations, and how do these links affect disease presentation and treatment efficacy?",[95115],SUCCESS," Target: The ANSWER is a disease.
Fact 1: There is a known gene called NUDT15.
Fact 2: NUDT15 gene mutations are associated with the ANSWER.
Fact 3: The ANSWER is affected by NUDT15 gene mutations in its presentation.
Fact 4: The ANSWER's treatment efficacy is affected by NUDT15 gene mutations."," {
    ""ANSWER"": {
        ""name"": ""disease"",
        ""type"": ""disease"",
        ""information"": ""disease associated with NUDT15 gene mutations and affected in presentation and treatment efficacy"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""NUDT15"",
        ""type"": ""gene/protein"",
        ""information"": ""known gene associated with the target disease"",
        ""constant"": true
    }
}"," [
  (""A"", ""ANSWER"", ""associated with""),
  (""ANSWER"", ""A"", ""mutation of""),
  (""ANSWER"", ""A"", ""affects presentation""),
  (""ANSWER"", ""A"", ""affects treatment efficacy"")
]"," [(""ANSWER"", ""A"", ""associated with""), (""ANSWER"", ""A"", ""mutation of"")]","{""ANSWER"": {""type"": [""disease""], ""lexical"": {""name"": ""disease""}, ""semantic"": [""disease associated with NUDT15 gene mutations and affected in presentation and treatment efficacy""], ""constant"": false}, ""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""NUDT15""}, ""semantic"": [""known gene associated with the target disease""], ""constant"": true}}",,"{('ANSWER', 'A'): ['associated with']}","{""answer_list"": [95115, 31116, 28347, 35771, 36691, 32617, 36634, 37334, 84243, 84244, 29646, 35686], ""ground_truth_set"": ""{95115}"", ""retrieved_ground_truths"": ""{95115}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 1.0, ""hit_at_5"": 1.0, ""mrr"": 1.0}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
5215,"What disease is a subtype of glycogen storage disease caused by branching enzyme deficiency, characterized by abnormal glycogen buildup, affecting enzymes involved in glycogen metabolism?","[94662, 94900, 94901, 94902, 98356, 98357, 38649, 98358, 27292]",SUCCESS," Target: The ANSWER is a disease (disorder).
Fact 1: The ANSWER is a subtype of glycogen storage disease.
Fact 2: The ANSWER is caused by branching enzyme deficiency.
Fact 3: The ANSWER is characterized by abnormal glycogen buildup.
Fact 4: The ANSWER affects enzymes involved in glycogen metabolism."," {
    ""ANSWER"": {
        ""name"": ""disease"",
        ""type"": ""disease"",
        ""information"": ""disease that is a subtype of glycogen storage disease caused by branching enzyme deficiency, characterized by abnormal glycogen buildup and affecting enzymes involved in glycogen metabolism"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""glycogen storage disease"",
        ""type"": ""disease"",
        ""information"": ""parent disease of the target disease"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""branching enzyme deficiency"",
        ""type"": ""exposure"",
        ""information"": ""cause of the target disease"",
        ""constant"": true
    },
    ""C"": {
        ""name"": ""abnormal glycogen buildup"",
        ""type"": ""effect/phenotype"",
        ""information"": ""characteristic of the target disease"",
        ""constant"": true
    },
    ""D"": {
        ""name"": ""glycogen metabolism"",
        ""type"": ""biological_process"",
        ""information"": ""process affected by the target disease"",
        ""constant"": true
    }
}"," [
  (""ANSWER"", ""A"", ""parent-child""),
  (""ANSWER"", ""B"", ""caused by""),
  (""ANSWER"", ""C"", ""characterized by""),
  (""ANSWER"", ""D"", ""affects"")
]"," [(""ANSWER"", ""B"", ""linked to""), (""ANSWER"", ""A"", ""parent-child""), (""ANSWER"", ""C"", ""phenotype present""), (""ANSWER"", ""D"", ""interacts with"")]","{""ANSWER"": {""type"": [""disease""], ""lexical"": {""name"": ""disease""}, ""semantic"": [""disease that is a subtype of glycogen storage disease caused by branching enzyme deficiency, characterized by abnormal glycogen buildup and affecting enzymes involved in glycogen metabolism""], ""constant"": false}, ""A"": {""type"": [""disease""], ""lexical"": {""name"": ""glycogen storage disease""}, ""semantic"": [""parent disease of the target disease""], ""constant"": true}, ""B"": {""type"": [""exposure""], ""lexical"": {""name"": ""branching enzyme deficiency""}, ""semantic"": [""cause of the target disease""], ""constant"": true}, ""C"": {""type"": [""effect/phenotype""], ""lexical"": {""name"": ""abnormal glycogen buildup""}, ""semantic"": [""characteristic of the target disease""], ""constant"": true}, ""D"": {""type"": [""biological_process""], ""lexical"": {""name"": ""glycogen metabolism""}, ""semantic"": [""process affected by the target disease""], ""constant"": true}}",,"{('ANSWER', 'B'): ['linked to'], ('ANSWER', 'A'): ['parent-child'], ('ANSWER', 'C'): ['phenotype present'], ('ANSWER', 'D'): ['interacts with']}","{""answer_list"": [28475, 27589, 38668, 38649, 38648, 27295, 29812, 29225, 32796, 32861, 32211, 94893, 38647, 38603, 33023, 33575, 36034, 36469, 30494, 33675], ""ground_truth_set"": ""{94662, 94900, 94901, 94902, 98356, 98357, 38649, 98358, 27292}"", ""retrieved_ground_truths"": ""{38649}"", ""missed_ground_truths"": ""{94662, 94900, 94901, 94902, 98356, 98357, 98358, 27292}"", ""metrics"": {""total_answers"": 9, ""retrieved_count"": 1, ""missed_count"": 8, ""recall@50"": 0.1111111111111111, ""recall@20"": 0.1111111111111111, ""hit_at_1"": 0.0, ""hit_at_5"": 1.0, ""mrr"": 0.25}, ""vss_metrics"": {""recall@20_alpha_12"": 0.8888888888888888, ""recall@20_alpha_13"": 0.8888888888888888, ""recall@20_alpha_14"": 0.7777777777777778, ""recall@20_alpha_15"": 0.6666666666666666, ""recall@20_alpha_16"": 0.5555555555555556, ""recall@20_alpha_17"": 0.4444444444444444, ""recall@20_alpha_18"": 0.3333333333333333, ""recall@20_alpha_19"": 0.2222222222222222, ""recall@20_alpha_20"": 0.1111111111111111}}"
2998,Could you recommend any appetite suppressants that are effective for weight control?,"[16353, 15555, 15174, 15274, 14957, 15151, 15484, 20305, 15188, 15417, 17306, 17307, 20508, 17309]",VSS_FALLBACK," Target: The ANSWER is an appetite suppressant.
Fact 1: The ANSWER is used for weight control.
Fact 2: The ANSWER has an effect of suppressing appetite."," {
    ""ANSWER"": {
        ""name"": ""appetite suppressant"",
        ""type"": ""drug"",
        ""information"": ""drug that is used for weight control and has an effect of suppressing appetite"",
        ""constant"": false
    }
}"," [
  (""ANSWER"", ""disease"", ""indication""),
  (""ANSWER"", ""drug"", ""target"")
]"," [('ANSWER', 'drug', 'target')]","{""ANSWER"": {""type"": [""drug""], ""lexical"": {""name"": ""appetite suppressant""}, ""semantic"": [""drug that is used for weight control and has an effect of suppressing appetite""], ""constant"": false}}",,"{('ANSWER', 'drug'): ['target']}","{""answer_list"": [16205, 15188, 15417, 17307, 15484, 19503, 14721, 20508, 19327, 17309, 19504, 15151, 16885, 20191, 20305, 16353, 15555, 19326, 17797, 19328], ""ground_truth_set"": ""{16353, 15555, 15174, 15274, 14957, 20508, 15151, 20305, 15188, 15417, 17306, 17307, 15484, 17309}"", ""retrieved_ground_truths"": ""{16353, 15555, 15151, 15484, 20305, 15188, 15417, 17307, 20508, 17309}"", ""missed_ground_truths"": ""{15274, 14957, 15174, 17306}"", ""metrics"": {""total_answers"": 14, ""retrieved_count"": 10, ""missed_count"": 4, ""recall@50"": 0.7142857142857143, ""recall@20"": 0.7142857142857143, ""hit_at_1"": 0.0, ""hit_at_5"": 1.0, ""mrr"": 0.5}, ""vss_metrics"": {""recall@20_alpha_12"": 0.7142857142857143, ""recall@20_alpha_13"": 0.7142857142857143, ""recall@20_alpha_14"": 0.7142857142857143, ""recall@20_alpha_15"": 0.7142857142857143, ""recall@20_alpha_16"": 0.7142857142857143, ""recall@20_alpha_17"": 0.7142857142857143, ""recall@20_alpha_18"": 0.7142857142857143, ""recall@20_alpha_19"": 0.7142857142857143, ""recall@20_alpha_20"": 0.7142857142857143}}"
9696,Which anatomical structures lack the expression of genes or proteins that engage in interaction with peptidyl-lysine acetylation processes?,[64512],SUCCESS," Target: The ANSWER is an anatomical structure.
Fact 1: There is an unknown gene/protein X that engages in peptidyl-lysine acetylation processes.
Fact 2: The ANSWER lacks the expression of gene/protein X."," {
    ""ANSWER"": {
        ""name"": ""anatomical structure"",
        ""type"": ""anatomy"",
        ""information"": ""anatomical structure that lacks expression of a gene/protein involved in peptidyl-lysine acetylation processes"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""peptidyl-lysine acetylation processes"",
        ""type"": ""molecular_function"",
        ""information"": ""the specific molecular function interacted with by the intermediate gene/protein"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""unknown gene/protein X"",
        ""type"": ""gene/protein"",
        ""information"": ""intermediate gene/protein that engages in peptidyl-lysine acetylation processes"",
        ""constant"": false
    }
}"," [
  (""B"", ""A"", ""interacts with""),
  (""ANSWER"", ""B"", ""expression absent"")
]"," [('ANSWER', 'B', 'expression absent'), ('B', 'A', 'interacts with')]","{""ANSWER"": {""type"": [""anatomy""], ""lexical"": {""name"": ""anatomical structure""}, ""semantic"": [""anatomical structure that lacks expression of a gene/protein involved in peptidyl-lysine acetylation processes""], ""constant"": false}, ""A"": {""type"": [""molecular_function""], ""lexical"": {""name"": ""peptidyl-lysine acetylation processes""}, ""semantic"": [""the specific molecular function interacted with by the intermediate gene/protein""], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""unknown gene/protein X""}, ""semantic"": [""intermediate gene/protein that engages in peptidyl-lysine acetylation processes""], ""constant"": false}}",,"{('ANSWER', 'B'): ['expression absent'], ('B', 'A'): ['interacts with']}","{""answer_list"": [63826, 64799, 67302, 68030, 65509, 63921, 64470, 63952, 68618, 64512, 63235, 65990, 63824, 63180, 65138, 64313, 64778, 64338, 64876, 66747], ""ground_truth_set"": ""{64512}"", ""retrieved_ground_truths"": ""{64512}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 0.0, ""mrr"": 0.1}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
10383,Which gene or protein is lacking in the tissues of both the lymph node and the heart muscle?,[1166],SUCCESS," Target: The ANSWER is a gene/protein.
Fact 1: There is an unknown gene/protein X.
Fact 2: Gene/protein X is present in the tissues of the lymph node.
Fact 3: Gene/protein X is present in the tissues of the heart muscle.
Fact 4: The ANSWER is not present in the tissues of both the lymph node and the heart muscle."," {
    ""ANSWER"": {
        ""name"": ""gene/protein"",
        ""type"": ""gene/protein"",
        ""information"": ""gene/protein that is present in the tissues of the lymph node and heart muscle but is lacking in the tissues of both"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""lymph node"",
        ""type"": ""anatomy"",
        ""information"": ""tissue location where gene/protein X is present"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""heart muscle"",
        ""type"": ""anatomy"",
        ""information"": ""tissue location where gene/protein X is present"",
        ""constant"": true
    }
}"," [
  (""ANSWER"", ""A"", ""expression present""),
  (""ANSWER"", ""B"", ""expression present""),
  (""ANSWER"", ""A"", ""expression absent""),
  (""ANSWER"", ""B"", ""expression absent"")
]"," [(""ANSWER"", ""A"", ""expression absent""), (""ANSWER"", ""B"", ""expression present"")]","{""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""gene/protein""}, ""semantic"": [""gene/protein that is present in the tissues of the lymph node and heart muscle but is lacking in the tissues of both""], ""constant"": false}, ""A"": {""type"": [""anatomy""], ""lexical"": {""name"": ""lymph node""}, ""semantic"": [""tissue location where gene/protein X is present""], ""constant"": true}, ""B"": {""type"": [""anatomy""], ""lexical"": {""name"": ""heart muscle""}, ""semantic"": [""tissue location where gene/protein X is present""], ""constant"": true}}",,"{('ANSWER', 'B'): ['expression present'], ('ANSWER', 'A'): ['expression absent']}","{""answer_list"": [58401, 1709, 3093, 1166, 59279, 77371, 34190, 10552, 8144, 61407, 13843, 9748, 60353, 5632, 11565, 6777, 5671, 2323, 2643, 60780], ""ground_truth_set"": ""{1166}"", ""retrieved_ground_truths"": ""{1166}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 1.0, ""mrr"": 0.25}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
1618,"Please provide a list of genes associated with coding proteins linked to short rib-polydactyly syndrome, covering both the general condition and Majewski type specifically.","[4224, 6432, 34948, 34952, 8234, 7467, 7915, 6415, 35089, 4371, 10263, 7575, 9915, 10270]",VSS_FALLBACK," Target: The ANSWER is a gene.
Fact 1: There is a known condition X called short rib-polydactyly syndrome.
Fact 2: The ANSWER is associated with short rib-polydactyly syndrome.
Fact 3: There is a specific type Y of short rib-polydactyly syndrome called Majewski type.
Fact 4: The ANSWER is associated with Majewski type.
Fact 5: The ANSWER codes for a protein.
Fact 6: The protein coded by the ANSWER is linked to short rib-polydactyly syndrome.
Fact 7: The protein coded by the ANSWER is linked to Majewski type."," {
    ""ANSWER"": {
        ""name"": ""gene"",
        ""type"": ""gene"",
        ""information"": ""gene associated with coding proteins linked to short rib-polydactyly syndrome, covering both the general condition and Majewski type specifically"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""short rib-polydactyly syndrome"",
        ""type"": ""disease"",
        ""information"": ""the specific named condition the gene is associated with"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""Majewski type"",
        ""type"": ""disease"",
        ""information"": ""the specific type of short rib-polydactyly syndrome the gene is associated with"",
        ""constant"": true
    }
}"," [
  (""ANSWER"", ""A"", ""associated with""),
  (""ANSWER"", ""B"", ""associated with""),
  (""ANSWER"", ""A"", ""parent-child""),
  (""ANSWER"", ""B"", ""parent-child""),
  (""ANSWER"", ""A"", ""coding for""),
  (""ANSWER"", ""A"", ""protein linked to"")
]"," [(""ANSWER"", ""A"", ""protein linked to""), (""ANSWER"", ""A"", ""coding for""), (""ANSWER"", ""A"", ""associated with"")]","{""ANSWER"": {""type"": [""gene""], ""lexical"": {""name"": ""gene""}, ""semantic"": [""gene associated with coding proteins linked to short rib-polydactyly syndrome, covering both the general condition and Majewski type specifically""], ""constant"": false}, ""A"": {""type"": [""disease""], ""lexical"": {""name"": ""short rib-polydactyly syndrome""}, ""semantic"": [""the specific named condition the gene is associated with""], ""constant"": true}, ""B"": {""type"": [""disease""], ""lexical"": {""name"": ""Majewski type""}, ""semantic"": [""the specific type of short rib-polydactyly syndrome the gene is associated with""], ""constant"": true}}",,"{('ANSWER', 'A'): ['associated with']}","{""answer_set"": ""set()"", ""ground_truth_set"": ""{4224, 6432, 7575, 34948, 34952, 8234, 7467, 7915, 6415, 35089, 4371, 10263, 9915, 10270}"", ""retrieved_ground_truths"": ""set()"", ""missed_ground_truths"": ""{4224, 6432, 7575, 34948, 34952, 8234, 7467, 7915, 6415, 35089, 4371, 10263, 9915, 10270}"", ""metrics"": {""total_answers"": 14, ""retrieved_count"": 0, ""missed_count"": 14, ""recall@20"": 0.0, ""recall@50"": 0.0, ""hit_at_1"": 0.0, ""hit_at_5"": 0.0, ""mrr"": 0.0}, ""vss_metrics"": {""recall@20_alpha_12"": 0.0, ""recall@20_alpha_13"": 0.0, ""recall@20_alpha_14"": 0.0, ""recall@20_alpha_15"": 0.0, ""recall@20_alpha_16"": 0.0, ""recall@20_alpha_17"": 0.0, ""recall@20_alpha_18"": 0.0, ""recall@20_alpha_19"": 0.0, ""recall@20_alpha_20"": 0.0}}"
