id,ground_truths,query,original_answers,reranked_answers,hit_at_1,hit_at_5,mrr,recall_at_20
6455,"[1666821, 1663302, 1654567, 1522057, 1450410, 1639372, 1748887, 1556310, 1339222, 1428799]",Search for publications by Marco Breschi on thermal properties.,"[1666821, 1663302, 1663988, 1428799, 1450410, 1215154, 1639372, 1556310, 1481702, 1758651, 1559832, 1746651, 1604159, 1739382, 1367441, 1628082, 1699371, 1601099, 1748887, 1644604]","[1428799, 1450410, 1556310, 1746651, 1666821, 1663302, 1481702, 1758651, 1739382, 1628082, 1699371, 1601099, 1748887, 1663988, 1215154, 1639372, 1559832, 1604159, 1367441, 1644604]",1.0,1.0,1.0,0.7
9771,"[1239688, 1677556]",Show me research articles on Dynamic contrast-enhanced magnetic resonance imaging that investigate compressed sensing techniques for real-time monitoring of lung tumor movement.,"[1288475, 1447759, 1789551, 1823650, 1294449, 1239688, 1188308, 1498485, 1249978, 1394667, 1779245, 1770591, 1459147, 1243110, 1225877, 1540713, 1436608, 1599662, 1864943, 1405676]","[1239688, 1498485, 1779245, 1243110, 1599662, 1864943, 1405676, 1288475, 1447759, 1789551, 1823650, 1294449, 1188308, 1249978, 1394667, 1770591, 1459147, 1225877, 1540713, 1436608]",1.0,1.0,1.0,0.5
2667,"[1466992, 1436220]","Show me publications by authors of ""Dynamical instability and the expansion-free condition"" that cover the topic of cavity evolution in relativistic fluids.","[1466992, 1300326, 1619440, 1381978, 1369101, 1753923, 1558782, 1255225, 1744394, 1846792, 1739108, 1565386, 1821167, 1768571, 1189353, 1244876, 1227043, 1436630, 1297086, 1258120]","[1466992, 1369101, 1744394, 1846792, 1739108, 1821167, 1244876, 1227043, 1436630, 1258120, 1381978, 1300326, 1619440, 1753923, 1558782, 1255225, 1565386, 1768571, 1189353, 1297086]",1.0,1.0,1.0,0.5
9054,"[1415369, 1251499, 1285527]",Which publications from Wrocław University of Economics researchers focus on transitions in their studies?,"[1491379, 1415369, 1285527, 1421536, 1692132, 1321715, 1590257, 1241922, 1251499, 1391664, 1207423, 1817539, 1475793, 1341174, 1388091, 1634931, 1426657, 1374910, 1487055, 1342520]","[1415369, 1285527, 1421536, 1692132, 1321715, 1590257, 1241922, 1251499, 1391664, 1207423, 1817539, 1475793, 1341174, 1388091, 1634931, 1426657, 1374910, 1487055, 1342520, 1491379]",1.0,1.0,1.0,1.0
7838,[1612732],Are there any research articles from Dresden University of Technology that analyze LHC data seeking novel resonances within the context of Quark-Gluon plasma?,"[1717773, 1484529, 1747086, 1184217, 1433865, 1420760, 1545984, 1210216, 1578990, 1502344, 1236626, 1318559, 1770417, 1758116, 1636873, 1783129, 1757336, 1277276, 1335713, 1184492]","[1717773, 1484529, 1747086, 1184217, 1433865, 1420760, 1545984, 1210216, 1578990, 1502344, 1236626, 1318559, 1770417, 1758116, 1636873, 1783129, 1757336, 1277276, 1335713, 1184492]",0.0,0.0,0.0,0.0
13094,[1365498],Publications on plasma-generated magnetic fields authored by Hashemite University researchers,"[1350886, 1186372, 1871531, 1666868, 1660827, 1661710, 1752020, 1592812, 1730794, 1788217, 1749107, 1528648, 1248769, 1501170, 1509688, 1509499, 1446476, 1237086, 1200388, 1526442]","[1528648, 1248769, 1509688, 1446476, 1200388, 1526442, 1350886, 1186372, 1871531, 1666868, 1660827, 1661710, 1752020, 1592812, 1730794, 1788217, 1749107, 1501170, 1509499, 1237086]",0.0,0.0,0.0,0.0
6732,"[1664385, 1583450, 1192723, 1760647]","Show me papers examining dual-band phased array antenna technologies, authored by the co-authors of the publication 'Dual-Band Wide-Angle Scanning Planar Phased Array in X/Ku-Bands'.","[1583450, 1664385, 1760647, 1592100, 1616528, 1579398, 1760808, 1747997, 1816674, 1733868, 1233604, 1829241, 1380213, 1696568, 1587792, 1595473, 1581462, 1518605, 1567867, 1560365]","[1583450, 1664385, 1760647, 1592100, 1760808, 1733868, 1380213, 1581462, 1518605, 1616528, 1579398, 1747997, 1816674, 1233604, 1829241, 1696568, 1587792, 1595473, 1567867, 1560365]",1.0,1.0,1.0,0.75
12096,"[1395409, 1741981]",Show me publications by A. Sandacz on the topic of gluon polarization.,"[1684730, 1286788, 1569477, 1671650, 1866931, 1309091, 1651453, 1316881, 1479107, 1440417, 1364139, 1789947, 1308388, 1406731, 1704837, 1730550, 1729196, 1501030, 1228192, 1619616]","[1684730, 1286788, 1569477, 1866931, 1651453, 1316881, 1364139, 1730550, 1501030, 1671650, 1309091, 1479107, 1440417, 1789947, 1308388, 1406731, 1704837, 1729196, 1228192, 1619616]",0.0,0.0,0.0,0.0
5111,"[1658077, 1477403, 1493932, 1585412]","Which publications from the co-authors of ""Antenna Array Geometries to Reduce the Compute Load in Radio Telescopes"" also discuss efficient techniques for analyzing radio telescope data?","[1477403, 1585412, 1551363, 1499733, 1594740, 1591204, 1509551, 1615172, 1834634, 1862541, 1865090, 1658077, 1603508, 1645744, 1557736, 1852995, 1488114, 1186107, 1870629, 1309625]","[1499733, 1509551, 1658077, 1603508, 1477403, 1551363, 1591204, 1615172, 1834634, 1865090, 1557736, 1852995, 1488114, 1186107, 1870629, 1309625, 1585412, 1594740, 1862541, 1645744]",0.0,1.0,0.3333333333333333,0.75
11250,"[1483765, 1315119]",Search for publications by Neeraj Tripathi focusing on the impact of polarization on GaN photocathodes.,"[1483765, 1315119, 1351539, 1552607, 1222539, 1404301, 1538400, 1623870, 1333418, 1236587, 1610084, 1472510, 1716211, 1662248, 1393976, 1363942, 1742282, 1297149, 1650226, 1226568]","[1483765, 1315119, 1236587, 1363942, 1742282, 1297149, 1650226, 1226568, 1351539, 1552607, 1222539, 1404301, 1538400, 1623870, 1333418, 1610084, 1472510, 1716211, 1662248, 1393976]",1.0,1.0,1.0,1.0
32,[1803302],I'm looking for publications on the adjustment of topological phases within the pseudospectrum domain through system parameter alteration.,"[1840476, 1809710, 1808996, 1219652, 1463071, 1582107, 1838959, 1631129, 1711928, 1551119, 1792103, 1483827, 1378491, 1372229, 1687471, 1654535, 1640918, 1740064, 1680028, 1633017]","[1840476, 1808996, 1582107, 1631129, 1463071, 1838959, 1372229, 1640918, 1633017, 1809710, 1551119, 1680028, 1483827, 1219652, 1711928, 1792103, 1378491, 1687471, 1654535, 1740064]",0.0,0.0,0.0,0.0
11157,"[1415732, 1598165]","Can you find 2014 papers about ionospheric plasma parameters that were cited in the study ""Equinoctial asymmetry in ionosphere over Indian region during 2006–2013 using COSMIC measurements""?","[1686226, 1291232, 1178630, 1415732, 1598165, 1233634, 1547556, 1538228, 1567027, 1670740, 1483646, 1750509, 1754839, 1556634, 1324508, 1195596, 1194141, 1469685, 1192567, 1316286]","[1415732, 1598165, 1556634, 1469685, 1192567, 1686226, 1291232, 1178630, 1233634, 1547556, 1538228, 1567027, 1670740, 1483646, 1750509, 1754839, 1324508, 1195596, 1194141, 1316286]",1.0,1.0,1.0,1.0
9834,"[1306201, 1216367]",Show me publications by Anahit Badalyan on the topic of holography with Bessel beam recordings.,"[1306201, 1818787, 1216367, 1496729, 1519861, 1204065, 1274307, 1864052, 1193712, 1316360, 1310533, 1702575, 1634884, 1337747, 1309564, 1758520, 1644386, 1340674, 1247333, 1186701]","[1306201, 1216367, 1818787, 1310533, 1702575, 1644386, 1186701, 1496729, 1519861, 1204065, 1274307, 1864052, 1193712, 1316360, 1634884, 1337747, 1309564, 1758520, 1340674, 1247333]",1.0,1.0,1.0,1.0
11718,"[1588066, 1513066, 1208498, 1536506, 1492698, 1207226, 1549180]","Are there any other studies on high-velocity outflows that have referenced or been inspired by the evidence presented in ""Discovery of the transition of a mini-broad absorption line into a broad absorption line in the SDSS quasar J115122.14+020426.3""?","[1792765, 1588066, 1742314, 1835624, 1208498, 1792665, 1739085, 1492698, 1252268, 1644795, 1740731, 1207226, 1513066, 1549180, 1272620, 1746175, 1227351, 1446646, 1775973, 1644885]","[1835624, 1739085, 1746175, 1644795, 1792765, 1742314, 1792665, 1492698, 1252268, 1740731, 1513066, 1549180, 1272620, 1227351, 1446646, 1588066, 1208498, 1207226, 1775973, 1644885]",0.0,0.0,0.125,0.8571428571428571
8716,[1215672],Can you find any publications from Shiga University of Medical Science that focus on the study of interfaces via molecular dynamics simulations?,"[1195330, 1668901, 1348093, 1496415, 1709840, 1398044, 1421104, 1352478, 1534673, 1640392, 1666402, 1304885, 1639615, 1596958, 1325167, 1265724, 1799283, 1851841, 1249744, 1618086]","[1668901, 1496415, 1709840, 1421104, 1352478, 1534673, 1640392, 1666402, 1304885, 1325167, 1265724, 1851841, 1249744, 1618086, 1195330, 1348093, 1398044, 1639615, 1596958, 1799283]",0.0,0.0,0.0,0.0
8467,"[1638272, 1344451, 1646275]","Show me articles on crystal structures and their formation authored by co-authors of ""Dependence of the Apex Angle of an Inverted Pyramidal-Shaped Container on Crystallization of Brownian Particles"".","[1638272, 1344451, 1690703, 1307120, 1597468, 1181484, 1815199, 1382514, 1353722, 1647876, 1474441, 1308672, 1287323, 1246602, 1600546, 1694476, 1433784, 1794004, 1235138, 1833451]","[1638272, 1690703, 1307120, 1597468, 1181484, 1382514, 1353722, 1647876, 1474441, 1308672, 1287323, 1246602, 1600546, 1694476, 1433784, 1794004, 1235138, 1833451, 1344451, 1815199]",1.0,1.0,1.0,0.6666666666666666
2317,[1812598],"Show me publications from Nirmalagiri College, Kuthuparamba exploring the features and utilization of lithium ferrite nanoparticles.","[1294367, 1831054, 1375036, 1407555, 1401993, 1200380, 1364873, 1224221, 1731608, 1733847, 1686888, 1758027, 1330266, 1210198, 1246122, 1673651, 1520735, 1223256, 1812598, 1458103]","[1294367, 1831054, 1375036, 1407555, 1401993, 1200380, 1364873, 1224221, 1731608, 1686888, 1758027, 1330266, 1210198, 1246122, 1673651, 1520735, 1223256, 1812598, 1458103, 1733847]",0.0,0.0,0.05555555555555555,1.0
3951,[1302820],Looking for research papers related to electric motor armature design optimization that have affiliations with Hanbat National University. Specifically interested in works proposing design optimizations of electric motors.,"[1455958, 1705288, 1509365, 1223714, 1459414, 1482531, 1580672, 1351121, 1658598, 1229558, 1558083, 1662520, 1542416, 1386706, 1616807, 1390627, 1438961, 1297038, 1349037, 1606860]","[1455958, 1705288, 1509365, 1223714, 1459414, 1482531, 1580672, 1658598, 1229558, 1558083, 1662520, 1606860, 1351121, 1542416, 1386706, 1616807, 1390627, 1438961, 1297038, 1349037]",0.0,0.0,0.0,0.0
12357,[1806764],Does any literature exist from the Netherlands Environmental Assessment Agency on anticipated climate extremes under 1.5°C global warming? Could you also look up related research papers in the domain of Astronomy?,"[1572818, 1450572, 1588364, 1423577, 1331190, 1396421, 1704912, 1656332, 1188549, 1611926, 1630215, 1641049, 1667694, 1806067, 1810582, 1272220, 1851870, 1730249, 1852554, 1736146]","[1572818, 1611926, 1641049, 1810582, 1272220, 1851870, 1730249, 1450572, 1588364, 1423577, 1331190, 1396421, 1704912, 1656332, 1188549, 1630215, 1667694, 1806067, 1852554, 1736146]",0.0,0.0,0.0,0.0
6540,"[1685252, 1792709, 1710824, 1401161, 1436204, 1772050, 1612919, 1544349]",I'm looking for papers on the geochemical characteristics of lunar features related to the Moon's magma ocean.,"[1544349, 1277349, 1298660, 1579498, 1670272, 1552787, 1772050, 1537292, 1436204, 1685252, 1401161, 1612919, 1792709, 1710824, 1311156, 1451801, 1371195, 1431422, 1392436, 1358166]","[1772050, 1436204, 1544349, 1277349, 1298660, 1579498, 1670272, 1552787, 1685252, 1401161, 1612919, 1710824, 1311156, 1451801, 1371195, 1431422, 1392436, 1358166, 1537292, 1792709]",1.0,1.0,1.0,1.0
4403,[1783563],"Search for publications from Penn State Erie, The Behrend College regarding the study of mass transfer within water filtration systems, specifically within the mechanical engineering discipline.","[1677866, 1708564, 1176186, 1645414, 1372255, 1796957, 1537488, 1822821, 1198476, 1624960, 1230104, 1246796, 1487174, 1730839, 1370987, 1407525, 1223871, 1632543, 1523155, 1226320]","[1730839, 1370987, 1223871, 1632543, 1523155, 1226320, 1708564, 1677866, 1176186, 1645414, 1372255, 1796957, 1537488, 1822821, 1198476, 1624960, 1230104, 1246796, 1487174, 1407525]",0.0,0.0,0.0,0.0
793,[1721325],Are there any studies from the University of Lausanne focusing on a new frameless stereotactic technology in the context of Ionization chamber?,"[1519858, 1512156, 1431691, 1410866, 1667317, 1475512, 1500721, 1203065, 1293456, 1698528, 1517239, 1679471, 1249166, 1274210, 1288801, 1333537, 1309748, 1186286, 1452032, 1363268]","[1512156, 1410866, 1293456, 1517239, 1249166, 1274210, 1333537, 1309748, 1186286, 1452032, 1519858, 1431691, 1667317, 1475512, 1500721, 1203065, 1698528, 1679471, 1288801, 1363268]",0.0,0.0,0.0,0.0
7777,"[1690034, 1802778, 1761399]","Can you find more publications from the authors of ""Circular dichroism of a tilted U-shaped nanostructure"" that introduce novel metamaterials to manipulate optical transmission asymmetry?","[1802778, 1762515, 1761399, 1733387, 1328470, 1350660, 1698062, 1464104, 1177183, 1775439, 1595179, 1296398, 1477142, 1303415, 1589868, 1476227, 1372274, 1675898, 1577040, 1687362]","[1802778, 1350660, 1177183, 1595179, 1296398, 1303415, 1589868, 1675898, 1464104, 1761399, 1733387, 1698062, 1775439, 1476227, 1687362, 1328470, 1372274, 1762515, 1477142, 1577040]",1.0,1.0,1.0,0.6666666666666666
2493,"[1258081, 1456971, 1242857]",Are there any publications by Omsk State Transport University scholars on errors in Kramers' nuclear fission formulas?,"[1808850, 1503626, 1263885, 1393209, 1395094, 1353420, 1293977, 1459587, 1764759, 1524416, 1553055, 1685119, 1180287, 1243824, 1261238, 1618195, 1352023, 1775286, 1274296, 1287293]","[1808850, 1353420, 1293977, 1459587, 1180287, 1261238, 1618195, 1352023, 1775286, 1287293, 1503626, 1263885, 1393209, 1395094, 1764759, 1524416, 1553055, 1685119, 1243824, 1274296]",0.0,0.0,0.0,0.0
1682,"[1615103, 1453412, 1604165, 1242825, 1507153, 1187933, 1352251, 1220125, 1269503]","Find publications by coauthors of ""Thompson scattering in high-intensity chirped laser pulses"" which also explore the impact of spin on magnetic fields.","[1345521, 1330600, 1502887, 1215466, 1818809, 1270579, 1680381, 1418755, 1735838, 1737400, 1199554, 1391484, 1625275, 1434234, 1394896, 1558467, 1763323, 1746728, 1447155, 1476646]","[1345521, 1330600, 1818809, 1270579, 1680381, 1737400, 1735838, 1391484, 1625275, 1434234, 1394896, 1558467, 1763323, 1746728, 1447155, 1476646, 1502887, 1215466, 1418755, 1199554]",0.0,0.0,0.0,0.0
7275,[1215341],"Can you locate 2015 papers that compare photodetectors, which are referenced in ""A systematic characterization of the low-energy photon response of plastic scintillation detectors""?","[1215341, 1503372, 1487602, 1314316, 1709995, 1400063, 1355882, 1839488, 1822623, 1234984, 1493005, 1196161, 1857357, 1500248, 1362368, 1804639, 1697612, 1830752, 1252198, 1474774]","[1215341, 1839488, 1822623, 1234984, 1493005, 1196161, 1857357, 1500248, 1362368, 1804639, 1697612, 1830752, 1252198, 1474774, 1503372, 1487602, 1314316, 1709995, 1400063, 1355882]",1.0,1.0,1.0,1.0
12884,[1213866],Show articles by Jeng-Lung Chen on enhancing thermoelectric performance with indium doping.,"[1707973, 1485768, 1213866, 1715262, 1261626, 1412390, 1801081, 1814491, 1444644, 1258837, 1681226, 1392801, 1533257, 1669192, 1297890, 1361672, 1451926, 1695656, 1389763, 1552076]","[1707973, 1485768, 1213866, 1715262, 1412390, 1801081, 1814491, 1444644, 1297890, 1361672, 1389763, 1552076, 1261626, 1258837, 1681226, 1392801, 1533257, 1669192, 1451926, 1695656]",0.0,1.0,0.3333333333333333,1.0
4082,"[1604481, 1665063, 1346510, 1516049, 1208697]","Can you find other papers that explore the analog performance aspects of tunnel field-effect transistors and have either cited or been referenced by the study titled ""Impact of the NW-TFET Diameter on the Efficiency and the Intrinsic Voltage Gain From a Conduction Regime Perspective""?","[1604481, 1183274, 1492125, 1373538, 1465762, 1409316, 1460504, 1250951, 1772947, 1445498, 1343179, 1183240, 1764874, 1665063, 1393446, 1217436, 1566790, 1516049, 1346510, 1208697]","[1604481, 1665063, 1208697, 1183274, 1465762, 1409316, 1516049, 1566790, 1373538, 1445498, 1764874, 1393446, 1346510, 1492125, 1460504, 1250951, 1772947, 1343179, 1183240, 1217436]",1.0,1.0,1.0,1.0
12107,"[1357565, 1558631]","Show me articles on Arxiv related to the Mass-Luminosity relationship, focusing on studies that estimate stellar mass and age.","[1357565, 1558631, 1595287, 1626357, 1703344, 1332519, 1348528, 1616193, 1210085, 1583894, 1234929, 1533432, 1206997, 1589636, 1208262, 1694801, 1599671, 1785735, 1809755, 1217151]","[1357565, 1558631, 1626357, 1703344, 1348528, 1616193, 1595287, 1583894, 1234929, 1533432, 1206997, 1589636, 1208262, 1694801, 1599671, 1785735, 1809755, 1217151, 1332519, 1210085]",1.0,1.0,1.0,1.0
4648,[1631965],"Are there any research papers from Kasetsart University on graphene plasmons, specifically tuning their infrared emission in the context of Graphene nanoribbons?","[1631965, 1777200, 1314527, 1479641, 1384692, 1321172, 1530725, 1742775, 1331329, 1513188, 1532518, 1454884, 1508191, 1747928, 1750751, 1629475, 1758956, 1694036, 1776648, 1663622]","[1631965, 1777200, 1314527, 1479641, 1384692, 1321172, 1530725, 1742775, 1331329, 1513188, 1532518, 1454884, 1508191, 1747928, 1750751, 1629475, 1758956, 1694036, 1776648, 1663622]",1.0,1.0,1.0,1.0
6795,[1216406],"Could you search for the papers discussing the effects of interface width that were referenced in the study ""Effect of viscosity and shear flow on the nonlinear two fluid interfacial structures""?","[1216406, 1455924, 1577628, 1483358, 1811881, 1613288, 1870483, 1839619, 1430551, 1177484, 1628341, 1828056, 1321188, 1432723, 1367694, 1610839, 1385992, 1324314, 1861104, 1769717]","[1216406, 1870483, 1839619, 1430551, 1177484, 1628341, 1828056, 1321188, 1432723, 1367694, 1610839, 1385992, 1324314, 1861104, 1769717, 1455924, 1577628, 1483358, 1811881, 1613288]",1.0,1.0,1.0,1.0
4758,[1246706],"Which publications examining the regulation of droplet evaporation have been referenced in the study titled ""Influence of Bond Number on Behaviors of Liquid Drops Deposited onto Solid Substrates""?","[1735916, 1497174, 1246706, 1607388, 1790280, 1784565, 1708284, 1475506, 1789618, 1563304, 1791982, 1564487, 1588097, 1195273, 1837461, 1624675, 1440357, 1693618, 1262902, 1404637]","[1735916, 1497174, 1246706, 1607388, 1790280, 1784565, 1708284, 1475506, 1789618, 1563304, 1791982, 1564487, 1588097, 1195273, 1837461, 1624675, 1440357, 1693618, 1262902, 1404637]",0.0,1.0,0.3333333333333333,1.0
4274,[1560140],"What are the papers that explore solutions to naturalness without involving weak-scale dynamics and have either cited the paper ""Solving the Hierarchy Problem Discretely"" or have been cited by it?","[1796928, 1566346, 1560140, 1350944, 1439468, 1426293, 1825651, 1822774, 1709777, 1211370, 1791025, 1415967, 1202301, 1864501, 1238793, 1626883, 1693648, 1218453, 1732723, 1822074]","[1822774, 1202301, 1693648, 1796928, 1566346, 1560140, 1350944, 1426293, 1709777, 1211370, 1791025, 1864501, 1626883, 1218453, 1732723, 1439468, 1825651, 1415967, 1238793, 1822074]",0.0,0.0,0.16666666666666666,1.0
12327,[1681949],Looking for papers affiliated with Barry University discussing the influence of axion emission on massive stellar explosions within the realm of Neutrino detectors.,"[1681949, 1718856, 1857054, 1372156, 1837663, 1745723, 1423624, 1389411, 1514327, 1632712, 1793436, 1245099, 1270190, 1714563, 1586922, 1821880, 1695534, 1210211, 1609251, 1762551]","[1681949, 1837663, 1745723, 1423624, 1389411, 1514327, 1632712, 1793436, 1245099, 1270190, 1714563, 1586922, 1821880, 1695534, 1210211, 1609251, 1762551, 1718856, 1857054, 1372156]",1.0,1.0,1.0,1.0
3875,[1402944],"Could you find 2014 or older papers in the Snowball Earth field, focusing on high obliquity climate discussions and how orbital variations might have influenced glaciation during those times?","[1402944, 1664761, 1336288, 1792084, 1231287, 1765090, 1566170, 1826618, 1850717, 1716392, 1679004, 1763519, 1322870, 1552237, 1755157, 1633328, 1252089, 1605526, 1683813, 1365451]","[1402944, 1664761, 1336288, 1792084, 1231287, 1765090, 1566170, 1826618, 1850717, 1716392, 1679004, 1763519, 1322870, 1552237, 1755157, 1633328, 1252089, 1605526, 1683813, 1365451]",1.0,1.0,1.0,1.0
9682,"[1583008, 1518497, 1698560, 1322121, 1816587, 1215214, 1506511, 1471953, 1845529, 1603738, 1777211, 1608957]","Can you find research papers that probe into the mesophase behavior of homologous series of substituted phenyl azobenzoate compounds and are referenced in the study titled ""Effect of lateral bromo substituent on the phase behavior of four-ring azo/ester/azo liquid crystalline materials""?","[1518497, 1583008, 1816587, 1215214, 1603738, 1322121, 1608957, 1506511, 1698560, 1845529, 1471953, 1754682, 1755849, 1443356, 1616655, 1832191, 1768281, 1777211, 1702803, 1729352]","[1518497, 1583008, 1816587, 1215214, 1603738, 1322121, 1608957, 1506511, 1698560, 1845529, 1471953, 1754682, 1755849, 1443356, 1616655, 1832191, 1768281, 1777211, 1702803, 1729352]",1.0,1.0,1.0,1.0
5360,[1232888],Are there any Physics papers related to PGi that improve emission power?,"[1548818, 1240085, 1277111, 1367952, 1718667, 1214223, 1576741, 1750433, 1837133, 1574883, 1496928, 1643379, 1345413, 1705183, 1439927, 1450544, 1409934, 1318566, 1257959, 1220902]","[1367952, 1277111, 1576741, 1750433, 1837133, 1574883, 1496928, 1705183, 1409934, 1318566, 1257959, 1220902, 1548818, 1240085, 1718667, 1214223, 1643379, 1345413, 1439927, 1450544]",0.0,0.0,0.0,0.0
5921,"[1495786, 1823723, 1578636, 1379026, 1200722]","Could you find recent papers, preferably from the last 5 years, which discuss the creation and characteristics of liquid crystals containing the heterocyclic ring of 1,2,3-Triazole? I am specifically keen on studies that investigate their utility in applications like LCD technology.","[1465173, 1189693, 1717962, 1232832, 1276292, 1693252, 1362909, 1393498, 1734244, 1517640, 1398353, 1717720, 1305455, 1590420, 1828860, 1296611, 1524722, 1335124, 1752819, 1643759]","[1465173, 1189693, 1717962, 1232832, 1693252, 1393498, 1717720, 1305455, 1590420, 1296611, 1524722, 1335124, 1276292, 1362909, 1734244, 1517640, 1398353, 1828860, 1752819, 1643759]",0.0,0.0,0.0,0.0
11910,[1509283],"I'm looking for papers in the field of condensation heat transfer that have a common author with ""Visualization on flow patterns during condensation of R410A in a vertical rectangular channel"" and discuss topics like evaporating momentum and the effects of shear forces on flow patterns.","[1509283, 1373727, 1487351, 1801946, 1853956, 1716007, 1802230, 1617641, 1453879, 1853023, 1748771, 1481772, 1778036, 1841594, 1839838, 1365185, 1369314, 1475497, 1366943, 1631808]","[1475497, 1509283, 1373727, 1487351, 1802230, 1617641, 1453879, 1481772, 1841594, 1839838, 1365185, 1366943, 1631808, 1801946, 1853956, 1716007, 1853023, 1748771, 1778036, 1369314]",0.0,1.0,0.5,1.0
1576,"[1836037, 1225672, 1555340, 1570958, 1494160, 1400722, 1551959, 1679357]",Find papers authored by the same researchers as 'Thermotropic and lyotropic liquid crystalline phases of Guerbet branched-chain -D-glucosides' that explore the link between molecular structure and liquid crystalline properties.,"[1570958, 1400722, 1559940, 1363277, 1665026, 1450774, 1459224, 1456471, 1604449, 1628890, 1319158, 1776685, 1495810, 1707407, 1508503, 1270036, 1541107, 1587371, 1273042, 1666760]","[1559940, 1570958, 1400722, 1665026, 1450774, 1604449, 1319158, 1776685, 1495810, 1707407, 1541107, 1273042, 1363277, 1459224, 1456471, 1628890, 1508503, 1270036, 1587371, 1666760]",0.0,1.0,0.5,0.25
5835,[1302517],Show me papers by J. C. Jung about silicon nanowire-based flexible inverters.,"[1302517, 1316963, 1430179, 1565180, 1714955, 1314152, 1790211, 1453580, 1529641, 1230178, 1543759, 1336198, 1247693, 1817718, 1577423, 1227012, 1270667, 1194591, 1507655, 1258249]","[1302517, 1316963, 1565180, 1714955, 1314152, 1790211, 1453580, 1529641, 1230178, 1543759, 1336198, 1247693, 1817718, 1577423, 1227012, 1270667, 1194591, 1507655, 1258249, 1430179]",1.0,1.0,1.0,1.0
569,"[1520552, 1676419, 1530599]",Which publications on Arxiv featuring University of Wasit scholars explore the topic of heat transfer in condensation processes?,"[1255698, 1416373, 1858033, 1805193, 1857855, 1303098, 1751860, 1296098, 1750789, 1580052, 1799963, 1869586, 1553079, 1277256, 1425911, 1396813, 1683833, 1349744, 1191378, 1577875]","[1750789, 1580052, 1799963, 1869586, 1553079, 1277256, 1425911, 1396813, 1683833, 1349744, 1191378, 1577875, 1255698, 1416373, 1858033, 1805193, 1857855, 1303098, 1751860, 1296098]",0.0,0.0,0.0,0.0
1761,[1476439],Show me studies related to enhancing the brightness of radiation in Optical Processes.,"[1476439, 1600506, 1563056, 1398519, 1364546, 1390458, 1451967, 1593316, 1593461, 1507277, 1797755, 1271564, 1475092, 1545695, 1669458, 1572705, 1740550, 1453847, 1606429, 1769416]","[1476439, 1563056, 1593316, 1364546, 1390458, 1797755, 1740550, 1593461, 1507277, 1271564, 1545695, 1669458, 1572705, 1453847, 1606429, 1769416, 1600506, 1451967, 1398519, 1475092]",1.0,1.0,1.0,1.0
2819,"[1362874, 1800171, 1419548]","Locate articles that share an author with 'Seasonal behavior of the CO2 gas exchange process in the “atmosphere-water” system of littoral zone of Southern Baikal. 3. Autumn', investigate the optical properties of smoke haze, and also pertain to the research area of atmospheric chemistry and air pollution.","[1639039, 1220588, 1768417, 1419548, 1799334, 1262497, 1433636, 1689758, 1547998, 1342464, 1680608, 1621757, 1828531, 1683894, 1624058, 1438477, 1355672, 1400639, 1656238, 1690474]","[1799334, 1262497, 1639039, 1220588, 1768417, 1419548, 1433636, 1689758, 1342464, 1680608, 1621757, 1828531, 1683894, 1624058, 1438477, 1355672, 1400639, 1656238, 1690474, 1547998]",0.0,0.0,0.16666666666666666,0.3333333333333333
12491,"[1596064, 1872965, 1869896, 1469000, 1862444, 1864143, 1861558, 1845436]","Can you find more papers from the co-authors of ""Design of the Superconducting Extraction and Injection Quadrupole Doublet Modules for the SIS100 Heavy Ion Synchrotron""? I would like to focus on those discussing upcoming particle collider ventures.","[1674874, 1748661, 1332335, 1662310, 1559550, 1785977, 1602252, 1852224, 1450287, 1585757, 1798880, 1243223, 1250910, 1312459, 1872965, 1285680, 1509645, 1665710, 1330943, 1342923]","[1674874, 1332335, 1559550, 1785977, 1602252, 1852224, 1585757, 1250910, 1312459, 1748661, 1450287, 1798880, 1872965, 1285680, 1509645, 1665710, 1330943, 1342923, 1662310, 1243223]",0.0,0.0,0.07692307692307693,0.125
7797,[1866896],"Show me papers that have at least one author in common with ""Tunneling of two interacting atoms from excited states"" and explore the topic of tunneling in cold interacting atoms, ideally within the same discipline as the original study.","[1866896, 1314282, 1454525, 1391625, 1859295, 1726259, 1422094, 1204986, 1266069, 1563500, 1816039, 1361082, 1771392, 1577370, 1397480, 1639197, 1255268, 1814433, 1271493, 1827546]","[1314282, 1454525, 1726259, 1422094, 1266069, 1816039, 1771392, 1397480, 1271493, 1827546, 1859295, 1866896, 1361082, 1639197, 1255268, 1563500, 1391625, 1204986, 1577370, 1814433]",0.0,0.0,0.08333333333333333,1.0
1190,"[1192176, 1714737]",Search for publications by Jin Hong-zhen on methods for generating beams.,"[1714737, 1192176, 1671271, 1351829, 1425236, 1559602, 1462403, 1278199, 1740775, 1589526, 1558034, 1860650, 1824181, 1722041, 1729711, 1737022, 1508873, 1776653, 1753612, 1237373]","[1714737, 1192176, 1671271, 1351829, 1425236, 1559602, 1462403, 1278199, 1740775, 1589526, 1558034, 1860650, 1824181, 1722041, 1729711, 1737022, 1508873, 1776653, 1753612, 1237373]",1.0,1.0,1.0,1.0
